NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,LURITS_Name,DoE_Status,LURITS_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,TYPE_LURITS,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,GIS_InCorrect,GISSource1,Latitude,Longitude,GISSource2,DRD_Code,DRD_DistanceMoved_Metres,GIS_InCorrect1,LongDIFF,LatDIFF,LongDIFFYN,LatDIFFYN,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,Snap_Learners_2013,Educator_Numbers_2013,GradeR_Lrns_2013,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO,Status_2007,Status_2008,Status_2009,Status_2010,Status_2011,Status_2012,Status_2013
105000844,0105000844,1,WC,HERSCHEL SEC,HERSCHEL,HERSCHEL SEC,OPEN,OPEN,INDEPENDENT,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PRIVATE,TO BE UPDATED,TO BE UPDATED,000844,TO BE UPDATED,TO BE UPDATED,1329921,HERSCHEL HS,18.463934,-33.98589,WCED,99,DRD 2012,-33.9870163272,18.4635431983,,M,59,,,,,,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100059,59,17106033,BISHOPSCOURT,NOT APPLICABLE,METRO CENTRAL,CIRCUIT 1,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,S,WEST,21,HERSCHEL,ROAD,21 HERSCHEL ROAD,CLAREMONT,BISHOPSCOURT,WYNBERG,7708,"21 HERSCHEL ROAD,CLAREMONT,BISHOPSCOURT,WYNBERG,7708",21 HERSCHEL ROAD,CLAREMONT,7708,"POST OFFICE,CLAREMONT,7708",0216707500,0833877192,URBAN,NO,TO BE UPDATED,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,NOT MOVED,TO BE UPDATED,WC,WC,105000844,105000844,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,960,94,964,90,968,96,974,96,,1007,95,,1015,97,,1023,101,50,,,,,28,,28,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
108310249,0108310249,1,WC,HOER JONGENSKOOL PAARL,JONGEN  PAARL,HOER JONGENSKOOL PAARL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),310249,5459,TO BE UPDATED,1317716,HOER JONGENSKOOL PAARL,18.960341,-33.738967,WCED,99,DRD 2012,-33.7437324835,18.9597163216,,M,366,,0,0,0,0,175,PAARL,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC023,DRAKENSTEIN LOCAL MUNICIPALITY,10203004,4,10706025,PAARL CENTRAL WEST,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,DA,SWART,10,AURET,STREET,AURETSTRAAT,,,PAARL,,"10 AURET STREET,PAARL,",P.O.BOX 11,HOOFSTRAAT,7622,"P.O.BOX 11,HOOFSTRAAT,7622",0218722875,,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,108310249,108310249,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0108310249,0,TO BE UPDATED,TO BE UPDATED,872,46,836,43,884,44,902,45,,882,43,,894,45,,874,45,,,,,,,287,287,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
131312226,0131312226,1,WC,HOPEFIELD HS.,HOPEFIELD,HOPEFIELD HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),312226,5521,TO BE UPDATED,1375509,HOPEFIELD HS.,18.350742,-33.065418,WCED,99,WCED,-33.06542,18.35074,,O,0,,0,0,0,0,68,HOPEFIELD,DC1,WEST COAST DISTRICT MUNICIPALITY,WC014,SALDANHA BAY LOCAL MUNICIPALITY,10104007,7,10405000,NONE,NOT APPLICABLE,WEST COAST,CIRCUIT 3,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W,FOURIE,,STASIE,STREET,STASIESTRAAT 5,,,HOPEFIELD,,"STASIE STREET,HOPEFIELD,",P.O.BOX 23,HOPEFIELD,7355,"P.O.BOX 23,HOPEFIELD,7355",0227230040,0845167388,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,131312226,131312226,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0131312226,0,TO BE UPDATED,TO BE UPDATED,596,28,613,26,557,25,521,26,,506,27,,550,27,,575,28,19,,,,,57,57,114,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
112310243,0112310243,1,WC,HUGENOTE HS.,HUGENOTE,HUGENOTE HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),310243,5456,TO BE UPDATED,1317715,HUGENOTE HS.,19.010326,-33.648065,WCED,99,DRD 2012,-33.6483803562,19.0106954311,,M,75,,0,0,0,0,180,WELLINGTON,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC023,DRAKENSTEIN LOCAL MUNICIPALITY,10203029,29,10710006,WELLINGTON NORTH,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT 3,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,WJA,MOOLMAN,,BLOUVLEI,ROAD,BLOUVLEIWEG,,,WELLINGTON,7655,"BLOUVLEI ROAD,WELLINGTON,7655",PRIVATE BAG X9,WELLINGTON,7655,"PRIVATE BAG X9,WELLINGTON,7655",0218732111,0827791951,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,112310243,112310243,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0112310243,0,TO BE UPDATED,TO BE UPDATED,890,39,880,38,881,38,815,37,,841,37,,843,37,,820,35,,,,,,79,88,167,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
103310246,0103310246,1,WC,JAN VAN RIEBEECK HS.,JAN VAN RIEBEECK,JAN VAN RIEBEECK HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),310246,5458,TO BE UPDATED,1321136,JAN VAN RIEBEECK HS.,18.408375,-33.933575,WCED,99,WCED,-33.93358,18.40837,,O,0,,0,0,0,0,66,CAPE,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100077,77,17106061,GARDENS,NOT APPLICABLE,METRO CENTRAL,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,A,DE K FRANKEN,129,KLOOF,STREET,KLOOFSTRAAT 129 129,,GARDENS,CAPE TOWN,8001,"129 KLOOF STREET,GARDENS,CAPE TOWN,8001",KLOOFSTRAAT 129,TUINE,8001,"POST OFFICE,TUINE,8001",0214236347,0824588882,URBAN,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,103310246,103310246,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0103310246,0,TO BE UPDATED,TO BE UPDATED,627,30,609,30,619,33,603,32,,570,30,,539,28,,494,25,,,,,,57,60,117,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
119110238,0119110238,1,WC,KNYSNA HS.,KNYSNA,KNYSNA HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),110238,5503,TO BE UPDATED,1353318,KNYSNA HS.,23.049234,-34.0335,WCED,99,DRD 2012,-34.0335779947,23.0490861661,,M,54,,0,0,0,0,54,KNYSNA,DC4,EDEN DISTRICT MUNICIPALITY,WC048,KNYSNA LOCAL MUNICIPALITY,10408003,3,12105000,NONE,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT 4,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,IJM,LOURENS,20,LONG,STREET,20 LONG STREET,,,KNYSNA,,"20 LONG STREET,KNYSNA,",P.O.BOX 437,KNYSNA,6570,"P.O.BOX 437,KNYSNA,6570",0443822137,0828242958,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,119110238,119110238,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0119110238,0,TO BE UPDATED,TO BE UPDATED,540,25,576,26,546,26,565,26,,570,27,,582,27,,552,28,,,,,,27,10,37,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
119007188,0119007188,1,WC,KNYSNA MONTESSORI SCHOOL,KNYSNA MONTESSORI,KNYSNA MONTESSORI SCHOOL,OPEN,OPEN,INDEPENDENT,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,23.021008,-34.03296,WCED,99,DRD 2012,-34.0326787572,23.0209402782,,M,29,,,,,,54,KNYSNA,DC4,EDEN DISTRICT MUNICIPALITY,WC048,KNYSNA LOCAL MUNICIPALITY,10408005,5,12105005,EASTFORD,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT 4,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,G,BEYLEVELD,4,NARNIA,VILLAGE,4 NARNIA VILLAGE,,WELBEDAGHT LANE,KNYSNA,6570,"4 NARNIA VILLAGE,WELBEDAGHT LANE,KNYSNA,6570",P.O.BOX 2237,KNYSNA,6570,"P.O.BOX 2237,KNYSNA,6570",0443825316,0765396917,RURAL,NO,TO BE UPDATED,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,NOT MOVED,TO BE UPDATED,WC,WC,119007188,119007188,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,223,23,,,,,244,22,,238,22,,221,23,,204,18,16,,,,,31,25,56,,OPEN,,,OPEN,OPEN,OPEN,OPEN
108310254,0108310254,1,WC,LA ROCHELLE MEISIES HS.,LA ROCHELLE,LA ROCHELLE MEISIES HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),310254,5460,TO BE UPDATED,1317722,LA ROCHELLE MEISIES HS.,18.963639,-33.737338,WCED,99,DRD 2012,-33.7382643607,18.9635329435,,M,60,,0,0,0,0,175,PAARL,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC023,DRAKENSTEIN LOCAL MUNICIPALITY,10203004,4,10706024,PAARL CENTRAL EAST,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,A,LOCHNER,,FAURE,STREET,FAURESTRAAT,,ESTERVILLE,PAARL,7622,"FAURE STREET,ESTERVILLE,PAARL,7622",P.O.BOX 21,HOOFSTRAAT,7622,"P.O.BOX 21,HOOFSTRAAT,7622",0218724367,0832706304,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,108310254,108310254,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0108310254,0,TO BE UPDATED,TO BE UPDATED,522,29,503,28,537,29,545,28,,567,30,,559,30,,573,33,,,,,,204,,204,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
108310257,0108310257,1,WC,LABORI HS.,LABORI,LABORI HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,COMPUTER,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),310257,5461,TO BE UPDATED,1317721,LABORI HS.,18.960814,-33.731665,WCED,99,DRD 2012,-33.7328240853,18.9622872384,,M,260,,0,0,0,0,175,PAARL,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC023,DRAKENSTEIN LOCAL MUNICIPALITY,10203004,4,10706025,PAARL CENTRAL WEST,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,J,BATT,,GIMNASIUM,STREET,GIMNASIUMSTRAAT,,BERGVILLE,PAARL,7620,"GIMNASIUM STREET,BERGVILLE,PAARL,7620",PRIVATE BAG X3013,PAARL,7620,"PRIVATE BAG X3013,PAARL,7620",0218728293,0834427239,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,108310257,108310257,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0108310257,0,TO BE UPDATED,TO BE UPDATED,512,25,528,24,502,23,466,24,,444,24,,470,24,,469,24,,,,,,21,67,88,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
123112229,0123112229,1,WC,LADISMITH HS.,LADISMITH,LADISMITH HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),112229,5544,TO BE UPDATED,1353320,LADISMITH HS.,21.267838,-33.488252,WCED,99,WCED,-33.4885,21.26867,,U,0,,0,0,0,0,171,LADISMITH,DC4,EDEN DISTRICT MUNICIPALITY,WC041,KANNALAND LOCAL MUNICIPALITY,10401004,4,11504000,NONE,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT 5,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,SA,WALTERS,,VREDE,AVENUE,VREDELAAN,,,LADYSMITH,,"VREDE AVENUE,LADYSMITH,",P.O.BOX 34,LADYSMITH,6655,"P.O.BOX 34,LADYSMITH,6655",0285511065,0823227157,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,123112229,123112229,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0123112229,0,TO BE UPDATED,TO BE UPDATED,185,14,194,15,212,13,240,17,,309,17,,275,17,,279,18,16,,,,,25,23,48,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
123353450,0123353450,1,WC,LADISMITH SEK.,LADISMITH,LADISMITH SEK.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,HOUSE OF REPRESENTATIVES(HOR),353450,1533,TO BE UPDATED,1353321,LADISMITH SEK.,21.272423,-33.497349,WCED,99,DRD 2012,-33.4971315724,21.2718382041,,M,119,,0,0,0,0,171,LADISMITH,DC4,EDEN DISTRICT MUNICIPALITY,WC041,KANNALAND LOCAL MUNICIPALITY,10401005,5,11504001,LADISMITH EAST,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT 5,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,HH,DEAL,,MIDDLETON,STREET,VAN EYCKLAAN,,,LADYSMITH,,"MIDDLETON STREET,LADYSMITH,",P.O.BOX 139,LADYSMITH,6655,"P.O.BOX 139,LADYSMITH,6655",0285511655,0727443985,RURAL,YES,TO BE UPDATED,4,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,123353450,123353450,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0123353450,0,TO BE UPDATED,TO BE UPDATED,424,16,471,19,439,15,470,15,,484,14,,551,15,,591,16,,,,,,26,36,62,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
128333026,0128333026,1,WC,LANGEBERG SEK.,LANGEBERG,LANGEBERG SEK.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,MATHS SCIENCE AND TECHNOLOGY,PUBLIC,TO BE UPDATED,HOUSE OF REPRESENTATIVES(HOR),333026,3218,TO BE UPDATED,1318832,LANGEBERG SEK.,19.88992,-33.786132,WCED,99,DRD 2012,-33.7862625212,19.8900660944,,M,108,,0,0,0,0,173,ROBERTSON,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC026,BREEDE RIVER/WINELANDS LOCAL MUNICIPALITY,10206003,3,11007000,NONE,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT 7,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,AA,LANDMAN,,GEORGE RD ROBERTSON,ROAD,GEORGE-WEG,,,ROBERTSON,,"GEORGE RD ROBERTSON ROAD,ROBERTSON ,",P.O.BOX 354,ROBERTSON,6705,"P.O.BOX 354,ROBERTSON,6705",0236263579,0827246333,RURAL,YES,TO BE UPDATED,3,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,YES,,1,1,NOT MOVED,TO BE UPDATED,WC,WC,128333026,128333026,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0128333026,0,TO BE UPDATED,TO BE UPDATED,1438,49,1477,46,1470,49,1530,46,,1531,47,,1594,49,,1621,46,,,,,,70,85,155,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
124110240,0124110240,1,WC,LANGENHOVEN GIMNASIUM,LANGENHOVEN,LANGENHOVEN GIMNASIUM,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),110240,5505,TO BE UPDATED,1353322,LANGENHOVEN GIMNASIUM,22.198907,-33.576256,WCED,99,WCED,-33.57626,22.19891,,O,0,,0,0,0,0,170,OUDTSHOORN,DC4,EDEN DISTRICT MUNICIPALITY,WC045,OUDTSHOORN LOCAL MUNICIPALITY,10405002,2,11906010,WESBANK,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT 6,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,JE,LOMBARD,,NORTH,STREET,H/V SCHEEPERS EN,,,OUDTSHOORN,,"NORTH STREET,OUDTSHOORN,",PRIVATE BAG X611,OUDTSHOORN,6620,"PRIVATE BAG X611,OUDTSHOORN,6620",0442722151,0713520100,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,0,0,NOT MOVED,TO BE UPDATED,WC,WC,124110240,124110240,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0124110240,0,TO BE UPDATED,TO BE UPDATED,637,34,691,31,603,36,590,30,,635,32,,673,33,,674,33,,,,,,122,140,262,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
121110243,0121110243,1,WC,LANGENHOVEN HS.,LANGENHOVEN,LANGENHOVEN HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),110243,5507,TO BE UPDATED,1358833,LANGENHOVEN HS.,21.25669,-34.08469,WCED,99,WCED,-34.08469,21.25669,,O,0,,0,0,0,0,57,RIVERSDAL,DC4,EDEN DISTRICT MUNICIPALITY,WC042,HESSEQUA LOCAL MUNICIPALITY,10402007,7,11611000,NONE,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT 1,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,PJT,DE VILLIERS,,L ROUX,STREET,LE ROUXSTRAAT,,,RIVERSDAL,,"L ROUX STREET,RIVERSDAL,",P.O.BOX 49,RIVERSDAL,6670,"P.O.BOX 49,RIVERSDAL,6670",0287131065,0824134712,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,121110243,121110243,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0121110243,0,TO BE UPDATED,TO BE UPDATED,413,18,399,18,421,18,417,19,,436,20,,411,20,,422,20,,,,,,84,34,118,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
138312229,0138312229,1,WC,LUTZVILLE HS.,LUTZVILLE,LUTZVILLE HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),312229,5522,TO BE UPDATED,1375510,LUTZVILLE HS.,18.34147,-31.558032,WCED,99,WCED,-31.5615,18.33733,,O,0,,0,0,0,0,72,VREDENDAL,DC1,WEST COAST DISTRICT MUNICIPALITY,WC011,MATZIKAMA LOCAL MUNICIPALITY,10101001,99,10106004,VREDENDAL NU,NOT APPLICABLE,WEST COAST,CIRCUIT 5,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M,LOMBARD,,STASIE,ROAD,STASIEWEG,,OLIFANTS RIVER SETTLEMENT,LUTZVILLE,8165,"STASIE ROAD,OLIFANTS RIVER SETTLEMENT,LUTZVILLE,8165",P.O.BOX 6,LUTZVILLE,8165,"P.O.BOX 6,LUTZVILLE,8165",0272171006,0823171300,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,138312229,138312229,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0138312229,0,TO BE UPDATED,TO BE UPDATED,414,22,423,19,403,18,421,18,,405,18,,398,18,,395,18,,,,,,11,10,21,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
127310261,0127310261,1,WC,MONTAGU HS.,MONTAGU,MONTAGU HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),310261,5463,TO BE UPDATED,1318835,MONTAGU HS.,20.123738,-33.793306,WCED,99,WCED,-33.79331,20.12409,,O,0,,0,0,0,0,172,MONTAGU,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC026,BREEDE RIVER/WINELANDS LOCAL MUNICIPALITY,10206007,7,11005000,NONE,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT 9,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,JJ,SPIES,,KHOLER MONTAGU,STREET,KOHLERSTRAAT 2,,,MONTAGU,6720,"KHOLER MONTAGU STREET,MONTAGU,6720",P.O.BOX 85,MONTAGU,6720,"P.O.BOX 85,MONTAGU,6720",0236141390,0846260737,RURAL,YES,TO BE UPDATED,4,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,127310261,127310261,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0127310261,0,TO BE UPDATED,TO BE UPDATED,489,19,473,18,458,20,475,19,,472,19,,492,20,,482,20,,,,,,38,25,63,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
