NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,PED_Institution,PED_Name,DoE_Status,PED_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,Phase_PED,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,Snap_Learners_2011,Educator_Numbers_2011,Snap_Learners_2012,Educator_Numbers_2012,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
500204610,204610,5,KZ,MBOKO SP,MBOKO,MBOKO SP,MBOKO SP,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,30.8005,-29.984383,NEIMS 2007,35,VULAMEHLO,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200100,100,57278006,MADUNDUBE,ETHEKWINI,UMLAZI,UMBUMBULU,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,D. Z,MHLONGO,40352,EMADWALENI,ROAD,40352 EMADWALENI ROAD,,EMPHUSHENI,ISIPHINGO,4110,"40352 EMADWALENI ROAD,EMPHUSHENI,ISIPHINGO,4110",P.O.BOX 23187,ISIPINGO,4110,"P.O.BOX 23187,ISIPINGO,4110",0319000635,0319094416,RURAL,NO,NONE,3,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,KZ,KZ,500204610,500204610,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,KZ204610,0,TO BE UPDATED,TO BE UPDATED,229,6,176,8,230,7,266,7,260,8,231,8,,,,TRUE,1,1,2
800005116,800005116,8,MP,HIGHVELD PARK HIGH SCHOOL,VELD PARK,HIGHVELD PARK HIGH SCHOOL,HIGHVELD PARK HIGH SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TRANSVAAL EDUCATION DEPARTMENT(TED),201221,201221,800005116,6191505,HIGHVELD PARK HIGH SCHOOL,29.2081,-26.50913,TO BE UPDATED,212,HOEVELDRIFT,DC30,GERT SIBANDE DISTRICT MUNICIPALITY,MP307,GOVAN MBEKI LOCAL MUNICIPALITY,83007030,30,80717000,SECUNDA (SP),GERT SIBANDE,NOT APPLICABLE,HIGHVELDRIDGE EAST,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,D. P,VENTER,,TRICHARD,STREET,TRICHARD STREET,,SECUNDA,HIGHVELD RIDGE,2305,"TRICHARD STREET,SECUNDA,HIGHVELD RIDGE,2305",PRIVATE BAG X12950,HIGHVELDRIDGE,2305,"PRIVATE BAG X12950,HIGHVELDRIDGE,2305",0176341119,0823317578,TO BE UPDATED,YES,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,14-Jul-92,,0,TRUE,FALSE,NOT MOVED,TO BE UPDATED,MP,MP,800005116,800005116,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,MP800005116,0,TO BE UPDATED,TO BE UPDATED,785,27,747,25,774,34,780,28,780,31,777,34,,,,TRUE,26,17,43
134310314,0134310314,1,WC,VREDENBURG HS.,VREDENBURG,VREDENBURG HS.,VREDENBURG HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),310314,5494,TO BE UPDATED,1375525,VREDENBURG HS.,17.989944,-32.904865,WCED,69,VREDENBURG,DC1,WEST COAST DISTRICT MUNICIPALITY,WC014,SALDANHA BAY LOCAL MUNICIPALITY,10104008,8,10411002,RUSFONTEIN,NOT APPLICABLE,WEST COAST,03,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,D.,VON ZEUNER,,CORNER SKOOL AND DORP,STREET,CORNER SKOOL AND DORP STREET,,ONGEGUND,VREDENBURG,7380,"CORNER SKOOL AND DORP STREET,ONGEGUND,VREDENBURG,7380",P.O.BOX 96,VREDENBURG,7380,"P.O.BOX 96,VREDENBURG,7380",0227131151,0832844695,RURAL,YES,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,134310314,134310314,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,WC0134310314,0,TO BE UPDATED,TO BE UPDATED,988,48,1018,47,934,46,924,43,933,41,915,41,,,,TRUE,3,1,4
300033303,33303,3,NC,SUTHERLAND COMBINED SCHOOL,SUTHERLAND,HOËRSKOOL SUTHERLAND,HOËRSKOOL SUTHERLAND,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDA,9305,2033303,H/SKOOL SUTHERLAND,20.6569,-32.39397,NEIMS 2007,184,SUTHERLAND,DC6,NAMAKWA DISTRICT MUNICIPALITY,NC066,KAROO HOOGLAND LOCAL MUNICIPALITY,30606004,4,30503000,NONE,NOT APPLICABLE,NAMAKWA,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,D,SCHLEBURG,,MULLER,STREET,MULLER STREET,,,SUTHERLAND,6920,"MULLER STREET,SUTHERLAND,6920",P.O.BOX 12,SUTHERLAND,6920,"P.O.BOX 12,SUTHERLAND,6920",0235711083,0833848455,RURAL,YES,ABCD,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,NC,NC,300033303,300033303,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NC33303,0,TO BE UPDATED,TO BE UPDATED,233,14,197,13,248,15,261,10,294,11,303,9,SATELITE,,,TRUE,28,20,48
700121855,121855,7,GT,USINDISO PRIMARY SCHOOL,USINDISO PRIMARY SCHOOL,USINDISO PRIMARY SCHOOL,USINDISO PRIMARY SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),914103,914103,TO BE UPDATED,99,NOT APPLICABLE,27.8678800001,-26.2298199997,GDE2010,322,SOWETO,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400045,45,77426006,DOBSONVILLE,NOT APPLICABLE,JOHANNESBURG CENTRAL,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,D,MTHEMBU,227,LUMKWANA,,227 LUMKWANA ,,ZONDI 2,SOWETO,1868,"227 LUMKWANA,ZONDI 2,SOWETO,1868",P.O.BOX 128,KWAXUMA,1868,"P.O.BOX 128,KWAXUMA,1868",0119303312,0842552642,URBAN,YES,ACD,3,N,NOT APPLICABLE,NOT APPLICABLE,,YES,905,FALSE,TRUE,NOT MOVED,TO BE UPDATED,GT,GT,700121855,700121855,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,GP121855,0,TO BE UPDATED,TO BE UPDATED,509,12,491,12,460,12,427,12,421,12,474,12,,,,TRUE,1,,1
500215562,215562,5,KZ,MOUNTAIN RISE P,MOUNTAIN RISE,MOUNTAIN RISE P,MOUNTAIN RISE P,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,30.401583,-29.5821,NEIMS 2007,226,PIETERMARITZBURG,DC22,UMGUNGUNDLOVU DISTRICT MUNICIPALITY,KZN225,THE MSUNDUZI LOCAL MUNICIPALITY,52205035,35,51109031,MOUNTAIN RISE,UMGUNGUNDLOVU,UMGUNGUNDLOVU,PIETERMARITZBURG,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,D,MARRIEMUTHU,30,ROYSTON,ROAD,30 ROYSTON ROAD,,MOUNTAINRISE,PIETERMARITZBURG,3201,"30 ROYSTON ROAD,MOUNTAINRISE,PIETERMARITZBURG,3201",POST OFFICE,MOUNTAINRISE,3201,"POST OFFICE,MOUNTAINRISE,3201",0333875572,0846075572,URBAN,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,KZ,KZ,500215562,500215562,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,KZ215562,0,TO BE UPDATED,TO BE UPDATED,595,17,636,18,561,19,601,17,569,17,587,17,,,,TRUE,1,1,2
440304241,440304241,4,FS,DR. BLOK S/S,DR. BLOK S/S,DR. BLOK S/S,DR. BLOK S/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,SECONDARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),123205,840052,4302,3171016,DR BLOK SEC,26.245313,-29.136659,FSED 2007,308,BLOEMFONTEIN,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702017,17,40502023,HEIDEDAL,NOT APPLICABLE,MOTHEO,40,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,D,MACPHERSON,,ABDURAHMAN,STREET,ABDURAHMAN STREET,,HEIDEDAL,BLOEMFONTEIN,9306,"ABDURAHMAN STREET,HEIDEDAL,BLOEMFONTEIN,9306",P.O.BOX 21048,HEIDEDAL,9306,"P.O.BOX 21048,HEIDEDAL,9306",051-432 4431,0731689846,Urban,Yes,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,FS,FS,440304241,440304241,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS40304241,0,TO BE UPDATED,TO BE UPDATED,908,35,929,38,880,33,941,33,1074,34,1134,39,,,,TRUE,7,2,9
500170163,170163,5,KZ,IXOPO H,IXOPO,IXOPO H,IXOPO H,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDA,TO BE UPDATED,5313106,IXOPO HIGH,30.057217,-30.160433,NEIMS 2007,143,IXOPO,DC43,SISONKE DISTRICT MUNICIPALITY,KZN434,UBUHLEBEZWE LOCAL MUNICIPALITY,54305002,2,55105000,NONE,UMGUNGUNDLOVU,SISONKE,IXOPO,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,D,LINDE,1,LEWIS,DRIVE,1 LEWIS DRIVE,,,IXOPO,3275,"1 LEWIS DRIVE,IXOPO,3275",PRIVATE BAG X554,IXOPO,3275,"PRIVATE BAG X554,IXOPO,3275",03983410631,,RURAL,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,KZ,KZ,500170163,500170163,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,KZ170163,0,TO BE UPDATED,TO BE UPDATED,542,25,483,19,470,23,505,22,462,21,529,21,,,,TRUE,59,52,111
300012207,12207,3,NC,KEVIN NKOANE PRIMARY SCHOOL,MANNE DIPICO,LAERSKOOL MANNE DIPICO,LAERSKOOL MANNE DIPICO,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDA,7566,99,NOT APPLICABLE,24.73748,-28.7376,NEIMS 2007,190,KIMBERLEY,DC9,FRANCES BAARD DISTRICT MUNICIPALITY,NC091,SOL PLAATJIE LOCAL MUNICIPALITY,30901008,8,32102047,VERWOERD PARK,NOT APPLICABLE,FRANCES BAARD,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,D,LANGFORD,,HOWIE,STREET,HOWIE STREET,,VERWOERD PARK,KIMBERLY,8306,"HOWIE STREET,VERWOERD PARK,KIMBERLY,8306",P.O.BOX 110346,HADISON PARK,8306,"P.O.BOX 110346,HADISON PARK,8306",0538614863,0836309114,URBAN,YES,ABCD,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,NC,NC,300012207,300012207,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NC12207,0,TO BE UPDATED,TO BE UPDATED,1067,28,989,24,1103,30,1254,31,1243,33,1255,33,SATELITE,,,TRUE,,1,1
441610265,441610265,4,FS,VILLIERS C/S,VILLIERS C/S,VILLIERS C/S,VILLIERS C/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,COMBINED SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),129224,191312,6811,3201034,VILLIERS C/S,28.600703,-27.026327,FSED 2007,214,FRANKFORT,DC20,FEZILE DABI DISTRICT MUNICIPALITY,FS205,MAFUBE LOCAL MUNICIPALITY,42005004,4,42008001,VILLIERS CBD,NOT APPLICABLE,FEZILE DABI,22,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,D,JOUBERT,40,LOMBARD,STREET,40 LOMBARD STREET,,,VILLIERS,9840,"40 LOMBARD STREET,VILLIERS,9840",P.O.BOX 68,VILLIERS,9840,"P.O.BOX 68,VILLIERS,9840",058-8210024,0833841107,Urban,Yes,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,FS,FS,441610265,441610265,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS41610265,0,TO BE UPDATED,TO BE UPDATED,212,18,246,15,218,16,233,17,209,17,197,16,,,,TRUE,8,3,11
500154364,154364,5,KZ,HAYTHORNE S,HAYTHORNE,HAYTHORNE S,HAYTHORNE S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),TO BE UPDATED,TO BE UPDA,TO BE UPDATED,5311213,HAYTHORNE SECONDARY,30.38774,-29.57601,NEIMS 2007,226,PIETERMARITZBURG,DC22,UMGUNGUNDLOVU DISTRICT MUNICIPALITY,KZN225,THE MSUNDUZI LOCAL MUNICIPALITY,52205032,32,51109054,WOODLANDS,UMGUNGUNDLOVU,UMGUNGUNDLOVU,MIDLANDS,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,D,ELLIS,30,HICKORY,ROAD,30 HICKORY ROAD,,WOODLANDS,PIETERMARITZBURG,3231,"30 HICKORY ROAD,WOODLANDS,PIETERMARITZBURG,3231",P.O.BOX 134,MSUNDUZI,3231,"P.O.BOX 134,MSUNDUZI,3231",0333874291,0844047772,URBAN,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,KZ,KZ,500154364,500154364,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,KZ154364,0,TO BE UPDATED,TO BE UPDATED,1250,42,1176,43,1340,47,1417,50,1406,51,1508,53,,,,TRUE,42,38,80
440304244,440304244,4,FS,JOE SOLOMON P/S,JOE SOLOMON P/S,JOE SOLOMON P/S,JOE SOLOMON P/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),123521,840042,4444,99,TO BE UPDATED,26.239596,-29.130342,FSED 2007,308,BLOEMFONTEIN,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702017,17,40502041,OOS EINDE,NOT APPLICABLE,MOTHEO,40,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,D,DU PLESSIS,3,PARISH,AVENUE,3 PARISH AVENUE,,HEIDEDAL,BLOEMFONTEIN,9306,"3 PARISH AVENUE,HEIDEDAL,BLOEMFONTEIN,9306",P.O.BOX 21066,HEIDEDAL,9306,"P.O.BOX 21066,HEIDEDAL,9306",051-432 4305,0847227643,Urban,No,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,FS,FS,440304244,440304244,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS40304244,0,TO BE UPDATED,TO BE UPDATED,1189,35,1145,34,1230,36,1243,35,1214,38,1202,39,,,,TRUE,1,,1
440304267,440304267,4,FS,ACCELERATED CHRISTIAN COLLEGE SI/S,ACCELERATED CHRISTIAN COLLEGE SI/S,ACCELERATED CHRISTIAN COLLEGE SI/S,ACCELERATED CHRISTIAN COLLEGE SI/S,OPEN,OPEN,INDEPENDENT,ORDINARY SCHOOL,ORDINARY SCHOOL,SECONDARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,INDEPENDENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,3171001,TO BE UPDATED,26.254997,-29.094711,FSED 2007,308,BLOEMFONTEIN,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702017,17,40502041,OOS EINDE,NOT APPLICABLE,MOTHEO,11,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,D,COLE,,RUDOLF GREYLING,RUDOLF GREYLING,RUDOLF GREYLING RUDOLF GREYLING,LANGENHOVENPARK,LINQUINDA,BLOEMFONTEIN,9310,"RUDOLF GREYLING RUDOLF GREYLING,LANGENHOVENPARK,LINQUINDA,BLOEMFONTEIN,9310",P.O.BOX 29480,DANHOF,9330,"P.O.BOX 29480,DANHOF,9330",051-447 1727/408 2258,0828482739,Urban,No,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,FS,FS,440304267,440304267,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,169,8,181,9,187,7,196,8,176,7,159,8,,,,TRUE,1,4,5
909131997,909131997,9,LP,HOERSKOOL FRIKKIE MEYER,HOERSKOOL FRIKKIE MEYER,HOERSKOOL FRIKKIE MEYER,HOERSKOOL FRIKKIE MEYER,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),800009,413671,TO BE UPDATED,7133103,HOERSKOOL FRIKKIE ME,27.41459,-24.59111,NEIMS 2007,8,THABAZIMBI,DC36,WATERBERG DISTRICT MUNICIPALITY,LIM361,THABAZIMBI LOCAL MUNICIPALITY,93601002,2,91413000,NONE,NOT APPLICABLE,WATERBERG,THABAZIMBI,02-Jan-00,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,D,AZAR,,TAMBOTI,STREET,TAMBOTI STREET,,,THABAZIMBI,0380,"TAMBOTI STREET,THABAZIMBI,0380",P.O.BOX 5,THABAZIMBI,0380,"P.O.BOX 5,THABAZIMBI,0380",0147771583,0829215465,RURAL,YES,TO BE UPDATED,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,99,FALSE,FALSE,NOT MOVED,TO BE UPDATED,LP,LP,909131997,909131997,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,LP909131997,0,TO BE UPDATED,TO BE UPDATED,1012,51,833,48,1006,49,981,48,974,50,957,51,,,,TRUE,1,3,4
444008291,444008291,4,FS,BOLIBA P/S,BOLIBA P/S,BOLIBA P/S,BOLIBA P/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),127502,821490,6636,99,TO BE UPDATED,26.700955,-28.404054,FSED 2007,313,THEUNISSEN,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS181,MASILONYANA LOCAL MUNICIPALITY,41801009,9,40710000,MASILO SP,NOT APPLICABLE,LEJWELEPUTSWA,40,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,CZ,THIWANE,1150,MASILO,LOCATION,1150 MASILO LOCATION,,MASILO,THEUNISSEN,9410,"1150 MASILO LOCATION,MASILO,THEUNISSEN,9410",P.O.BOX 244,THEUNISSEN,9410,"P.O.BOX 244,THEUNISSEN,9410",057-733 0419,0825376408,Urban,Yes,ABCDE,2,N,NOT APPLICABLE,NOT APPLICABLE,,YES,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,FS,FS,444008291,444008291,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS44008291,0,TO BE UPDATED,TO BE UPDATED,1216,26,1008,23,1308,30,1259,30,1234,34,1156,37,,,,TRUE,2,,2
440304221,440304221,4,FS,ST ANDREW'S C/S,ST ANDREW'S C/S,ST ANDREW'S C/S,ST ANDREW'S C/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,COMBINED SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),123231,193328,1364,3171066,ST ANDREW`S SCHOOL,26.204445,-29.10676,FSED 2007,308,BLOEMFONTEIN,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702020,20,40502058,WESTDENE,NOT APPLICABLE,MOTHEO,16,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,CR,Thomas,,DAN PIENAAR,DRIVE,DAN PIENAAR DRIVE,,WESTDENE,BLOEMFONTEIN,9324,"DAN PIENAAR DRIVE,WESTDENE,BLOEMFONTEIN,9324",P.O.BOX 12331,BRANDHOF,9324,"P.O.BOX 12331,BRANDHOF,9324",051-444 2639,,Urban,Yes,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,FS,FS,440304221,440304221,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS40304221,0,TO BE UPDATED,TO BE UPDATED,647,40,637,39,673,43,689,42,687,40,685,42,,,,TRUE,,170,170
118110257,0118110257,1,WC,OUTENIQUA HS.,OUTENIQUA,OUTENIQUA HS.,OUTENIQUA HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,COMPUTER; DANCE,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),110257,5501,TO BE UPDATED,1353334,OUTENIQUA HS.,22.467527,-33.959031,WCED,55,GEORGE,DC4,EDEN DISTRICT MUNICIPALITY,WC044,GEORGE LOCAL MUNICIPALITY,10404019,19,11802012,GEORGE CENTRAL,NOT APPLICABLE,EDEN AND CENTRAL KAROO,03,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,CP,VORSTER,,COURTNEY,STREET,COURTNEY STREET,,GEORGE CENTRAL,GEORGE,6530,"COURTNEY STREET,GEORGE CENTRAL,GEORGE,6530",P.O.BOX 181,GEORGE,6530,"P.O.BOX 181,GEORGE,6530",0448744156,0828945857,RURAL,YES,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,118110257,118110257,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,WC0118110257,0,TO BE UPDATED,TO BE UPDATED,1713,72,1698,70,1674,73,1688,74,1637,75,1606,76,,,,TRUE,110,127,237
