NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,PED_Institution,PED_Name,DoE_Status,PED_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,Phase_PED,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO
800016642,800016642,8,MP,NEU-HALLE PRE PRIMARY SCHOOL,NEU-HALLE,NEU-HALLE PRE-PRIMARY SCHOOL,NEU-HALLE PRE-PRIMARY SCHOOL,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),301109,301109,800016642,99,NOT APPLICABLE,28.78148,-25.00572,NEIMS 2007,207,MORETELE,DC31,NKANGALA DISTRICT MUNICIPALITY,MP316,DR JS MOROKA LOCAL MUNICIPALITY,83106024,24,TO BE UPDATED,TO BE UPDATED,NKANGALA,NOT APPLICABLE,MARAPYANE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M. A,TABANE,,MARAPYANE,VILLAGE,MARAPYANE VILLAGE,,,MARAPYANE,,"MARAPYANE VILLAGE,MARAPYANE,",P.O.BOX 23,SKILPADFONTIEN,0431,"P.O.BOX 23,SKILPADFONTIEN,0431",0127243585,0823764209,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01-May-96,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,MP,MP,800016642,800016642,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,MP800016642,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,,,,,,,,FALSE,,,,
111003223,0111003223,1,WC,LORETO CRECHE',LORETO,LORETO CRECHE',LORETO CRECHE',OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PRIVATE,TO BE UPDATED,TO BE UPDATED,003223,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.851792,-34.129913,WCED,63,STRAND,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100086,86,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO EAST,06,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,WALBRUGH,991,DE,BLOCK,991 DE BLOCK,,,STRAND,7139,"991 DE BLOCK,STRAND,7139",P.O.BOX 1060,STRAND,7139,"P.O.BOX 1060,STRAND,7139",0218457567,0847385096,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,111003223,111003223,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,74,4,,,,,,,,28,,,,,,,FALSE,,,,
108008130,0108008130,1,WC,MONWABISI EDUCARE,MONWABISI,MONWABISI EDUCARE,MONWABISI EDUCARE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.990664,-33.675089,TO BE UPDATED,175,PAARL,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,CAPE WINELANDS,03,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,VINGER,,AFRICAN BAPTIST CHURCH,,AFRICAN BAPTIST CHURCH,,MBEKWENI,PAARL,7626,"AFRICAN BAPTIST CHURCH,MBEKWENI,PAARL,7626",P.O.BOX 8077,"MBEKWENI,PAARL",7626,"P.O.BOX 8077,MBEKWENI,PAARL,7626",0218680502,0846184856,RURAL,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,108008130,108008130,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,60,5,,,,,,,,42,,,,,,,FALSE,,,,
106007784,0106007784,1,WC,LITTLE PEOPLE EDUCARE CENTRE,LITTLE PEOPLE,LITTLE PEOPLE EDUCARE CENTRE,LITTLE PEOPLE EDUCARE CENTRE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.620127,-34.037713,WCED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100078,78,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,06,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,THOMAS,30928,HENGELAAR,STREET,30928 HENGELAAR STREET,,BEACON VALLEY,MITCHELLS PLAIN,7786,"30928 HENGELAAR STREET,BEACON VALLEY,MITCHELLS PLAIN,7786",P.O.BOX 19561,"LENTEGEUR,MITCHELLS PLAIN",7786,"P.O.BOX 19561,LENTEGEUR,MITCHELLS PLAIN,7786",0213767612,,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,106007784,106007784,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,25,,,,,,,FALSE,,,,
103008324,0103008324,1,WC,DORA TOMANE PRE-SCHOOL,DORA TOMANE,DORA TOMANE PRE-SCHOOL,DORA TOMANE PRE-SCHOOL,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.665696,-34.026425,TO BE UPDATED,TO BE UPDA,CAPE,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO EAST,04,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,SOHABA,,,,,,KHAYELITSHA - SITE B,KHAYELITSHA,7793,"KHAYELITSHA - SITE B,KHAYELITSHA,7793",POST OFFICE,"SITE B,KHAYELITSHA",7784,"POST OFFICE,SITE B,KHAYELITSHA,7784",,0716493065,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,103008324,103008324,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,29,,,,,,,FALSE,,,,
110008198,0110008198,1,WC,NOMONDE I EDUCARE CENTRE,NOMONDE,NOMONDE I EDUCARE CENTRE,NOMONDE I EDUCARE CENTRE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.694347,-34.049751,WCED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100095,95,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO EAST,05,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,SKWEZA,39758,HASANA,STREET,39758 HASANA STREET,,MACASSAR,KHAYELITSHA,7784,"39758 HASANA STREET,MACASSAR,KHAYELITSHA,7784",POST OFFICE,MACASSAR,7784,"POST OFFICE,MACASSAR,7784",,0731745524,URBAN,NOT APPLICABLE,NOT APPLICABLE,,Y,KHAYELITSHA,URBAN,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,110008198,110008198,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,30,,,,,,,FALSE,,,,
104000855,0104000855,1,WC,SUNBEAM NURSERY,SUNBEAM,SUNBEAM NURSERY,SUNBEAM NURSERY,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PRIVATE,TO BE UPDATED,TO BE UPDATED,000855,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.393972,-34.120948,WCED,65,SIMONSTAD,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100061,61,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,01,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,RAPHEAL,17,DHOW,,17 DHOW ,,SUNVALLEY,CAPE TOWN,7975,"17 DHOW,SUNVALLEY,CAPE TOWN,7975",POST OFFICE,SUN VALLEY,7975,"POST OFFICE,SUN VALLEY,7975",0217851430,0824369559,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,104000855,104000855,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,51,3,,,,,,,,10,,,,,,,FALSE,,,,
105005148,0105005148,1,WC,ST. ANTHONY'S PREPRIM.,ST.ANTHONY'S,ST. ANTHONY'S PREPRIM.,ST. ANTHONY'S PREPRIM.,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PRIVATE,TO BE UPDATED,TO BE UPDATED,005148,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.520671,-33.946541,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100053,53,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO CENTRAL,04,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,PLACH,1,NDABENI,STREET,1 NDABENI STREET,,,LANGA,7450,"1 NDABENI STREET,LANGA,7450",P.O.BOX 864,HOWARD PLACE,7450,"P.O.BOX 864,HOWARD PLACE,7450",0216941836,,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,105005148,105005148,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,179,6,,,,,,,,70,,,,,,,FALSE,,,,
118354856,0118354856,1,WC,PACALTSDORP PREPRIM.,PACALTSDORP,PACALTSDORP PREPRIM.,PACALTSDORP PREPRIM.,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PRIVATE,TO BE UPDATED,TO BE UPDATED,354856,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,22.453517,-34.017892,TO BE UPDATED,55,GEORGE,DC4,EDEN DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,EDEN AND CENTRAL KAROO,02,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,PETERSEN,,KLINIEK,,KLINIEK,,,PACALTSDORP,6530,"KLINIEK,PACALTSDORP,6530",P.O.BOX 83,GEORGE,6530,"P.O.BOX 83,GEORGE,6530",0448782956,0737289306,RURAL,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,118354856,118354856,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,60,,,,,,,FALSE,,,,
110003290,0110003290,1,WC,ST. STEPHENS PREPRIM.,ST. STEPHENS,ST. STEPHENS PREPRIM.,ST. STEPHENS PREPRIM.,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,TO BE UPDATED,003290,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.763281,-34.060316,TO BE UPDATED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO EAST,02,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,OWIS,3,BIND,AVENUE,3 BIND AVENUE,,,MACASSAR,7134,"3 BIND AVENUE,MACASSAR,7134",P.O.BOX 21,MACASSAR,7134,"P.O.BOX 21,MACASSAR,7134",0218574544,0726378388,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,110003290,110003290,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,42,3,,,,,,,,30,,,,,,,FALSE,,,,
102007758,0102007758,1,WC,NOSIZWE EDUCARE CENTRE,NOSIZWE,NOSIZWE EDUCARE CENTRE,NOSIZWE EDUCARE CENTRE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PRIVATE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.677146,-34.035769,TO BE UPDATED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO EAST,04,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,NYINGWA,,QUBAKA,CRESCENT,QUBAKA CRESCENT,,KHAYELITSHA TOWN 1 VILLAGE 1,KHAYELITSHA,7784,"QUBAKA CRESCENT,KHAYELITSHA TOWN 1 VILLAGE 1,KHAYELITSHA,7784",POST OFFICE,KHAYELITSHA,7784,"POST OFFICE,KHAYELITSHA,7784",0213641143,0795510202,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,102007758,102007758,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,105,6,,,,,,,,25,,,,,,,FALSE,,,,
106007023,0106007023,1,WC,XOLANI DAY CARE CENTRE,XOLANI,XOLANI DAY CARE CENTRE,XOLANI DAY CARE CENTRE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,007023,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.580165,-33.993723,TO BE UPDATED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,04,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,NTLAI,,FENYANO,STREET,FENYANO STREET,,,NYANGA,7755,"FENYANO STREET,NYANGA,7755",POST OFFICE,NYANGA EAST,7755,"POST OFFICE,NYANGA EAST,7755",0213863524,0720702294,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,106007023,106007023,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,55,2,,,,,,,,56,,,,,,,FALSE,,,,
106008115,0106008115,1,WC,HLENGIWE EDUCARE,HLENGIWE,HLENGIWE EDUCARE,HLENGIWE EDUCARE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.573051,-33.990751,TO BE UPDATED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,04,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,MONELI,1495,ZWELONKE,AVENUE,1495 ZWELONKE AVENUE,,NEW CROSS ROADS,NYANGA,8000,"1495 ZWELONKE AVENUE,NEW CROSS ROADS,NYANGA,8000",P.O.BOX 3814,CAPE TOWN,8000,"P.O.BOX 3814,CAPE TOWN,8000",0213865800,,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,106008115,106008115,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,92,2,,,,,,,,30,,,,,,,FALSE,,,,
139007615,0139007615,1,WC,EBULUMKO PRE-PRIM.,EBULUMKO,EBULUMKO PRE-PRIM.,EBULUMKO PRE-PRIM.,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,22.578266,-32.354687,TO BE UPDATED,TO BE UPDA,NEBO,DC5,CENTRAL KAROO DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,EDEN AND CENTRAL KAROO,07,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,MELANIE,2,LOCH,ROAD,2 LOCH ROAD,,,BEAUFORT WEST,6970,"2 LOCH ROAD,BEAUFORT WEST,6970",P.O.BOX 639,BEAUFORT WEST,6970,"P.O.BOX 639,BEAUFORT WEST,6970",0234144251,0739873713,RURAL,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,139007615,139007615,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,45,,,,,,,FALSE,,,,
118008309,0118008309,1,WC,SIYAZAMA EDUCARE,SIYAZAMA,SIYAZAMA EDUCARE,SIYAZAMA EDUCARE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,22.491534,-34.00327,TO BE UPDATED,18,GEORGE,DC4,EDEN DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,EDEN AND CENTRAL KAROO,03,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,MATYHILX,1524E,NGCAKANI,ROAD,1524E NGCAKANI ROAD,,SAWCOBUILDING,GEORGE,6530,"1524E NGCAKANI ROAD,SAWCOBUILDING,GEORGE,6530",POST OFFICE,"SAWCO BUILDING,THEMBALETHU",6530,"POST OFFICE,SAWCO BUILDING,THEMBALETHU,6530",0448802731,,RURAL,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,118008309,118008309,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,50,,,,,,,FALSE,,,,
106008121,0106008121,1,WC,SIYAYA EDUCARE,SIYAYA,SIYAYA EDUCARE,SIYAYA EDUCARE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PRIVATE,TO BE UPDATED,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.674749,-34.060231,TO BE UPDATED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO EAST,04,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,MANI,37392,HARARE,,37392 HARARE ,,HARARE,KHAYELITSHA,7784,"37392 HARARE,HARARE,KHAYELITSHA,7784",POST OFFICE,"HARARE,KHAYELITSHA",7784,"POST OFFICE,HARARE,KHAYELITSHA,7784",0213630357,0834930946,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,106008121,106008121,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,64,2,,,,,,,,46,,,,,,,FALSE,,,,
