NatEmis,EmisNo,ProvinceCD,Province,Institution_Name,Name,Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuildings,ExDept,PaypointNo,ComponentNo,ResponsibilityCode,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal Code,StreetAddress,Box_P_Bag,Post Office,Box_Bag Postal_Code,PostalAddress,Telephone,Facsimile,cellno,Urban_Rural,Section21,Section21_Funct,Quintile,NAS,NodalArea,NAT,RegistrationDate,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,Snap_Learners_2011,Educator_Numbers_2011,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
500230880,230880,5,KZ,NINGIZIMU SPECIAL,NINGIZIMU,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,55108,52010,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,30.96646,-29.92739,NEIMS 2007,34,DURBAN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200064,64,TO BE UPDATED,TO BE UPDATED,ETHEKWINI,UMLAZI,PHUMELELAUMLAZI,MRS. S. C,NGUBANE,63,KENYON HOWDEN,ROAD,63 KENYON HOWDEN ROAD,,MONTCLAIR,DURBAN,,"63 KENYON HOWDEN ROAD,MONTCLAIR,DURBAN,",P.O.BOX 31123,MEREBANK,"P.O.BOX 31123,MEREBANK,4004","P.O.BOX 31123,MEREBANK,4004",0314690767,0314690769,0834903231,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,542,140,,,,FALSE,,,
444412112,44412112,4,FS,NOBILIS SKOOL,NOBILIS,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,MILD AND MODERATELY HANDICAPPED,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),131220,192402,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,26.856965,-28.10624,FSED 2007,362,VIRGINIA,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS184,MATJHABENG LOCAL MUNICIPALITY,41804009,9,41020010,VIRGINIA PARK,NOT APPLICABLE,LEJWELEPUTSWA,19,O,VAN WYK,,NABOOM,STREET,NABOOM  STREET,,,VIRGINIA,9430,"NABOOM STREET,VIRGINIA,9430",P.O.BOX  118,VIRGINIA,"P.O.BOX  118,VIRGINIA,9450","P.O.BOX  118,VIRGINIA,9450",0572123833,0572124955,0827727441,URBAN,YES,ABCDE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,207,17,,18,183,,200,89,,,,FALSE,,,
700152835,152835,7,GT,NOKUTHULA SCHOOL,NOKUTHULA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,909007,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,28.0842792097,-26.1156448364,GDE2009,TO BE UPDA,TO BE UPDATED,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400091,91,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,JOHANNESBURG EAST,TO BE UPDATED,J.M,MAHAKOE,82,3RD,AVENUE,82 3RD  AVENUE,,SANDTON,JOHANNESBURG,2090,"82 3RD AVENUE,SANDTON,JOHANNESBURG,2090",P.O BOX 662,BRAMLEY,"P.O BOX 662,BRAMLEY,2018","P.O BOX 662,BRAMLEY,2018",0114446443,0112625944,0832946818,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,301,103,,,,FALSE,,,
200501451,501451,2,EC,NOLITHA SPECIAL SCHOOL,NOLITHA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,017429,017429,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,29.42595,-30.72372,ECED2007,148,MASIXEBENI/MT.AYLIFF,DC44,ALFRED NZO DISTRICT MUNICIPALITY,EC442,UMZIMVUBU LOCAL MUNICIPALITY,24402003,3,23822000,NONE,NOT APPLICABLE,MT FRERE,MKEMANE,MRS.I,NJENJANE,,MSUKENI,TRIBAL AUTHORITY,MSUKENI TRIBAL AUTHORITY,MSUKENI TRIBAL AUTHORITY,MOUNT AYLIFF,,,"MSUKENI TRIBAL AUTHORITY,MSUKENI TRIBAL AUTHORITY,MOUNT AYLIFF,",P.O.BOX 469,KOKSTAD,"P.O.BOX 469,KOKSTAD,4700","P.O.BOX 469,KOKSTAD,4700",0392548971,0392548971,0827526396,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,ALFRED NZO,RURAL,01-Jan-92,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,255,73,,,,FALSE,,,
106000108,0106000108,1,WC,NOLUTHANDO SCH. FOR THE DEAF,NOLUTHANDO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,HEARING IMPAIRMENT,INDEPENDENT,TO BE UPDATED,TO BE UPDATED,000108,7111,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,18.67588798,-34.02427894,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100093,93,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT4,T,MAVUKA,,LANSDOWNE,EXTENSION,LANSDOWNE  EXTENSION,,KHAYELITSHA-GREEN POINT,KHAYELITSHA,,"LANSDOWNE EXTENSION,KHAYELITSHA-GREEN POINT,KHAYELITSHA,",P.O.BOX  1856,SOMERSET WEST,"P.O.BOX  1856,SOMERSET WEST,7784","P.O.BOX  1856,SOMERSET WEST,7784",0213611160,0213611161,0736628071,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,330,181,,,,FALSE,,,
200501355,501355,2,EC,NOMPUMALANGA SPECIAL SCHOOL,NOMPUMALANGA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,TRANSKEI,014251,014251,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,29.79458,-30.84763,NEIMS 2007,38,BIZANA,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,EC151,MBIZANA LOCAL MUNICIPALITY,21501007,7,23012029,NOMLACU,NOT APPLICABLE,MBIZANA,BIZANA VILLAGE,MRS. N,MTOLO,,NOMLACU,AREA,NOMLACU  AREA,,,BIZANA,,"NOMLACU AREA,BIZANA,",P.O.BOX 135,BIZANA,"P.O.BOX 135,BIZANA,4800","P.O.BOX 135,BIZANA,4800",0392514589,0212514589,0832064372,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,O.R.TAMBO,RURAL,01-Jan-88,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,241,85,,,,FALSE,,,
103000129,0103000129,1,WC,NOMPUMELELO SKOOL,NOMPUMELELO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,000129,7110,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,18.56787496,-33.97947551,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100045,45,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO CENTRAL,CIRCUIT5,N,MXUBE,,NY 5 / NY 22,,NY 5 / NY 22,,GUGULETHU,CAPE TOWN,,"NY 5 / NY 22 ,GUGULETHU,CAPE TOWN,",P.O.BOX  507,GATESVILLE,"P.O.BOX  507,GATESVILLE,7766","P.O.BOX  507,GATESVILLE,7766",0216378062,0216336379,0823777911,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,287,101,,,,FALSE,,,
700161075,161075,7,GT,NORMANHUISSKOOL,NORMANHUIS,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,PHYSICAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),906008,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,28.1483649995,-26.1463450001,GDE2009,269,RANDBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79300019,19,77312017,MARAIS STEYN PARK,NOT APPLICABLE,EKURHULENI NORTH,TO BE UPDATED,PJ,BRIEL,9999,CNR 1ST AVE AND 4TH STR,AVENUE,9999 CNR 1ST AVE AND 4TH STR  AVENUE,,,EDENVALE,1610,"9999 CNR 1ST AVE AND 4TH STR AVENUE,EDENVALE,1610",P.O.BOX 784,EDENVALE,"P.O.BOX 784,EDENVALE,1610","P.O.BOX 784,EDENVALE,1610",0114530884,0114541859,0828743442,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,19-Mar-99,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,82,53,,,,FALSE,,,
600102380,102380,6,NW,NORTH WEST SECONDARY,NORTH WEST,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,DEAF,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),89051,89051,TO BE UPDATED,NOT APPLICABLE,9205083,NOT APPLICABLE,26.23753,-27.23156,NEIMS 2007,195,WOLMARANSSTAD,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW404,MAQUASSI HILLS LOCAL MUNICIPALITY,64004006,6,62006001,WOLMARANSSTAD NU,DR RUTH SEGOMOTSI MOMPATI,MAQUASSI HILLS,MAQUASSIHILLS,M.M,PILLAY,,,,,,,,2640,,PRIVATE BAG X02,LEEUDORINGSTAD,"PRIVATE BAG X02,LEEUDORINGSTAD,2640","PRIVATE BAG X02,LEEUDORINGSTAD,2640",,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,73,9,,,,,69,42,,,,FALSE,,,
600105250,105250,6,NW,BESSIE MPELEGELE NGWANA,NORTH WEST MUSIKON,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,COMPREHENSIVE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDA,BOJANALA PLATINUM,DC37,BOJANALA DISTRICT MUNICIPALITY,DC37,RUSTENBURG LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,BOJANALA,RUSTENBURG,RUSTENBURG,THE,MANAGER,,,,,,,,,,P.O.BOX 6820,RUSTENBURG,"P.O.BOX 6820,RUSTENBURG,0300","P.O.BOX 6820,RUSTENBURG,0300",0145383161,,0832990615,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,,1,,,,FALSE,,,
200100893,100893,2,EC,NORTHERN LIGHTS SCHOOL,NORTHERN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,PHYSICAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,018430,018430,TO BE UPDATED,622096,4223058,NORTHERN LIGHTS (22),25.54813,-33.94453,NEIMS 2007,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500012,12,27516010,COTSWOLD,NOT APPLICABLE,PORT ELIZABETH,CIRCUIT11,T,ROMAN,,STOW,STREET,STOW  STREET,,COTSWORLD,PORT ELIZABETH,,"STOW STREET,COTSWORLD,PORT ELIZABETH,",SCHAUDERVILLE,GIYANI,"SCHAUDERVILLE,GIYANI,6001","SCHAUDERVILLE,GIYANI,6001",0413651644,0413654867,0828231761,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01-Jan-64,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,157,88,,,,FALSE,,,
994402302,994402302,9,LP,NTHABISENG,NTHABISENG,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SPECIAL NEEDS EDUCATION,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MOPANI,NAMAKGALE,THE,MANAGER,,,,,,,,1391,,"PO BOX 9126, NAMAKGALE",,1391,"PO BOX 9126, NAMAKGALE,",0157693123,0157693123,0780652816,TO BE UPDATED,NO,TO BE UPDATED,TO BE UPDATED,N,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NO,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,,6,,,,FALSE,,,
700210948,210948,7,GT,NUWE HOOPSKOOL,NUWE HOOP,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,PHYSICAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),904003,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,8210948,NOT APPLICABLE,28.2672383338,-25.7787966668,GDE2009,204,PRETORIA,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600042,42,77612102,PRETORIA UNIVERSITY SPORTS GROUNDS,NOT APPLICABLE,TSHWANE SOUTH,TO BE UPDATED,D.G.F,HARMSE,,CECILIA,ROAD,CECILIA  ROAD,,ASHLEY GARDENS,PRETORIA,0081,"CECILIA ROAD,ASHLEY GARDENS,PRETORIA,0081",PRIVATE BAG 36085,GIYANI,"PRIVATE BAG 36085,GIYANI,0081","PRIVATE BAG 36085,GIYANI,0081",0124602234,0123462750,0832637841,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,401,226,,,,FALSE,,,
130334626,0130334626,1,WC,NUWE HOOP-SENTRUM,NUWE HOOP-SENTRUM,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,HEARING IMPAIRMENT,PUBLIC,PUBLIC,TO BE UPDATED,334626,927,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,19.45384548,-33.63357043,WCED,174,WORCESTER,DC3,OVERBERG DISTRICT MUNICIPALITY,WC025,BREEDE VALLEY LOCAL MUNICIPALITY,10205019,19,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT2,THE,L KRIEL,,LEIPOLDTLAAN,AVENUE,LEIPOLDTLAAN  AVENUE,,,WORCESTER,,"LEIPOLDTLAAN AVENUE,WORCESTER,",PRIVAATSAK X3047,WORCESTER,"PRIVAATSAK X3047,WORCESTER,6850","PRIVAATSAK X3047,WORCESTER,6850",0233482200,0233482235,,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,440,280,,,,FALSE,,,
700221325,221325,7,GT,VIA NOVA SCHOOL FOR THE MENTALLY DISABLED,NUWE WENDING,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),904004,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,28.2889133329,-25.6960816671,GDE2009,205,WONDERBOOM,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600005,5,77603036,LAUDIUM,NOT APPLICABLE,TSHWANE SOUTH,TO BE UPDATED,J,ALBERTS,54,THALITA KHUMI STR,STREET,54 THALITA KHUMI STR  STREET,,EAST LYNN,PRETORIA,0186,"54 THALITA KHUMI STR STREET,EAST LYNN,PRETORIA,0186",P.O.BOX  15349,GIYANI,"P.O.BOX  15349,GIYANI,0039","P.O.BOX  15349,GIYANI,0039",0128001171,0128003738,0825572040,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,459,167,,,,FALSE,,,
101324639,0101324639,1,WC,OASIS SKOOL,OASIS,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,324639,968,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,18.63662898,-33.94092791,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100012,12,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT1,MR.J.N,HENKEMAN,,CARMENSLOT,CLOSE,CARMENSLOT  CLOSE,,BELHAR,BELLVILLE,,"CARMENSLOT CLOSE,BELHAR,BELLVILLE,",POSBUS 10091,BELHAR,"POSBUS 10091,BELHAR,7493","POSBUS 10091,BELHAR,7493",0219522100,0219523664,0829598682,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,258,97,,,,FALSE,,,
600102392,102392,6,NW,OBED MORE SPECIAL,OBED MORE ECIAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,960548,960548,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,27.79099,-25.31686,NEIMS 2007,206,ODI I,DC37,BOJANALA DISTRICT MUNICIPALITY,NW372,MADIBENG LOCAL MUNICIPALITY,63702002,2,TO BE UPDATED,TO BE UPDATED,BOJANALA,BRITS,MABOPANE,H.M,TLHOAELE,2507,2507 MALATENG,SECTION,2507 2507 MALATENG  SECTION,,,JERICHO,,"2507 2507 MALATENG SECTION,JERICHO,",P.O.BOX 363,JERICHO,"P.O.BOX 363,JERICHO,0189","P.O.BOX 363,JERICHO,0189",,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,115,16,,,,FALSE,,,
500242498,242498,5,KZ,OCEAN VIEW P (BLUFF),OCEAN VIEW,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SEVERE BEHAVIOUR PROBLEMS,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),99,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,30.99705,-29.948567,NEIMS 2007,34,DURBAN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200067,67,57218105,TREASURE BEACH,ETHEKWINI,UMLAZI,DURBAN CENTRAL,M.B,GILLMORE,850,MARINE,DRIVE,850 MARINE DRIVE,,BRIGHTON BEACH,DURBAN,4052,"850 MARINE DRIVE,BRIGHTON BEACH,DURBAN,4052",PRIVATE BAG X03,BLUFF,"PRIVATE BAG X03,BLUFF,4052","PRIVATE BAG X03,BLUFF,4052",0314611972,0314611972,0314611972,URBAN,NOT APPLICABLE,NOT APPLICABLE,2,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,18,13,,,,FALSE,,,
104314706,0104314706,1,WC,OCEAN VIEW SKOOL,OCEAN VIEW,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,314706,969,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,18.34952873,-34.14577029,WCED,65,SIMONSTAD,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100061,61,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT5,MRS.F,WILLIAMS,,C/ODRACO & CASTOR,WAY,C/ODRACO & CASTOR  WAY,,OCEAN VIEW,CAPE TOWN,,"C/ODRACO & CASTOR WAY,OCEAN VIEW,CAPE TOWN,",P.O.BOX  43847,FISH HOEK,"P.O.BOX  43847,FISH HOEK,7975","P.O.BOX  43847,FISH HOEK,7975",0217832381,0217831779,0796221757,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,99,29,,,,FALSE,,,
103007340,0103007340,1,WC,SCHOOL OF HOPE,OF HOPE,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,LEARNING DISABILITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,1321195,NOT APPLICABLE,18.53415885,-33.95410025,WCED,67,MALMESBURY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,WC015,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100049,49,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO CENTRAL,CIRCUIT1,LAURA,COLLURA,66,TARENTAAL,ROAD,66 TARENTAAL  ROAD,,ATHLONE,CAPE TOWN,,"66 TARENTAAL ROAD,ATHLONE,CAPE TOWN,",66 TARENTAAL ROAD,BRIDGETOWN,"66 TARENTAAL ROAD,BRIDGETOWN,7764","66 TARENTAAL ROAD,BRIDGETOWN,7764",0216379321,0216379990,0836504191,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,68,43,,,,FALSE,,,
500304214,304214,5,KZ,SCHOOL OF INDUSTRIES NEWCASTLE,OF INDUSTRIES NEWCASTLE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SEVERE BEHAVIOUR PROBLEMS,PUBLIC,TO BE UPDATED,TO BE UPDATED,62039,60376,TO BE UPDATED,5213237,,SCHOOL OF INDUSTRIES,30.90869,-27.77796,NEIMS 2007,127,VRYHEID,DC26,ZULULAND DISTRICT MUNICIPALITY,KZN263,ABAQULUSI LOCAL MUNICIPALITY,52603005,5,TO BE UPDATED,TO BE UPDATED,ZULULAND,AMAJUBA,NEWCASTLE,J.H,COERTZEN,113,PANDORA,DRIVE,113 PANDORA,,LENNOXTON,NEWCASTLE,2940,"113 PANDORA,LENNOXTON,NEWCASTLE,2940",PRIVATE BAG X6609,NEWCASTLE,"PRIVATE BAG X6609,NEWCASTLE,2940","PRIVATE BAG X6609,NEWCASTLE,2940",0343173000,0343171157,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,ZULULAND,RURAL,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,59,56,,,,FALSE,,,
