NatEmis,EmisNo,ProvinceCD,Province,Institution_Name,Name,Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuildings,ExDept,PaypointNo,ComponentNo,ResponsibilityCode,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal Code,StreetAddress,Box_P_Bag,Post Office,Box_Bag Postal_Code,PostalAddress,Telephone,Facsimile,cellno,Urban_Rural,Section21,Section21_Funct,Quintile,NAS,NodalArea,NAT,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,Snap_Learners_2011,Educator_Numbers_2011,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
108474126,0108474126,1,WC,LIGSTRAAL SKOOL,LIGSTRAAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,474126,972,99,NOT APPLICABLE,,NOT APPLICABLE,19.00093454,-33.73189907,WCED,175,PAARL,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC023,DRAKENSTEIN LOCAL MUNICIPALITY,10203026,26,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT3,J.M,LAKAY,60,PIENAAR,STREET,60 PIENAAR STREET,,PAARL EAST,PAARL,,"60 PIENAAR STREET,,PAARL EAST,PAARL,",P.O.BOX 1102,NEDERBURG,7627,"P.O.BOX 1102,NEDERBURG,7627",0218627182,0218623603,0827106758,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,250,18,,,,FALSE,,,
600102382,102382,6,NW,LILLIAN LEHETLA SPECIAL,LILLIAN LEHETLA ECIAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,960065,960065,99,NOT APPLICABLE,,NOT APPLICABLE,25.37243,-26.50177,NEIMS 2007,87,DITSOBOTLA,DC38,CENTRAL DISTRICT MUNICIPALITY,NW382,TSWAING LOCAL MUNICIPALITY,63802007,7,60702000,GANAPAN,NGAKA MODIRI MOLEMA,GREATER DELAREYVILLE,GANAPAN,S,MOATE,783,,STAND,783  STAND,,,ATAMELANG,,"783  STAND,,,ATAMELANG,",P.O.BOX 310,ATAMELANG,2735,"P.O.BOX 310,ATAMELANG,2735",0183342575,,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,162,13,,,,FALSE,,,
500187257,187257,5,KZ,LIVINGSTONE P,LIVINGSTONE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,COMMUNICATION DISORDERS,PUBLIC,TO BE UPDATED,HOUSE OF ASSEMBLY(HOA),70305,74090,99,NOT APPLICABLE,,NOT APPLICABLE,31.024117,-29.8236,NEIMS 2007,34,DURBAN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200027,27,57218119,WINDERMERE,ETHEKWINI,UMLAZI,DURBAN CENTRAL,MRS.C,BUTT,74,LIVINGSTONE,ROAD,74 LIVINGSTONE ROAD,,STAMFORD HILL,DURBAN,,"74 LIVINGSTONE ROAD,,STAMFORD HILL,DURBAN,",,,,",,",0313122026,0313122041,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,456,49,,,,FALSE,,,
200100969,100969,2,EC,LONWABO SCHOOL,LONWABO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,PHYSICAL DISABILITY,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),018425,018425,99,NOT APPLICABLE,,NOT APPLICABLE,25.55832,-33.87196,ECED2007,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500029,29,27502000,NONE,NOT APPLICABLE,PORT ELIZABETH,CIRCUIT11,N.V,LUVUNO,,UITENHAGE,ROAD,UITENHAGE ROAD,,MISSIONVALE ALGOA PARK,PORT ELIZABETH,,"UITENHAGE ROAD,,MISSIONVALE ALGOA PARK,PORT ELIZABETH,",P.O.BOX 11003,ALGOA PARK,6005,"P.O.BOX 11003,ALGOA PARK,6005",0414524227,0414525498,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,100,9,,,,FALSE,,,
200100970,100970,2,EC,LUTHANDO LUVUYO SCHOOL,LUTHANDO LUVUYO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,018426,018426,99,NOT APPLICABLE,,NOT APPLICABLE,25.58077,-33.86478,NEIMS 2007,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500024,24,27508017,ZWIDE 3,NOT APPLICABLE,PORT ELIZABETH,CIRCUIT11,C. T,NKOMOMBINI,,CORNER SALAMNTU AND MAKUBALO,STREET,CORNER SALAMNTU AND MAKUBALO STREET,,ZWIDE,PORT ELIZABETH,6005,"CORNER SALAMNTU AND MAKUBALO STREET,,ZWIDE,PORT ELIZABETH,6005",P.O.BOX 11042,ALGOA PARK,6005,"P.O.BOX 11042,ALGOA PARK,6005",0414662738,0414664809,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,,22,,,,FALSE,,,
600102383,102383,6,NW,M M SEBITLOANE SPECIAL COMBINED,M M SEBITLOANE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),9999,TO BE UPDA,TO BE UPD,NOT APPLICABLE,,NOT APPLICABLE,24.7728,-27.5347,GEOCODE 2010 GOOGLE EARTH,TO BE UPDA,TO BE UPDATED,DC39,BOPHIRIMA DISTRICT MUNICIPALITY,NW394,GREATER TAUNG LOCAL MUNICIPALITY,63904011,11,TO BE UPDA,TO BE UPDATED,DR KENNETH KAUNDA,GREATER TAUNG,GREATER TAUNG,THE,MANAGER,,LOKALENG,VILLAGE,LOKALENG VILLAGE,LOKALENG VILLAGE,,TAUG,8580,"LOKALENG VILLAGE,LOKALENG VILLAGE,,TAUG,8580",PRIVATE BAG X100,TAUNG STATION,8580,"PRIVATE BAG X100,TAUNG STATION,8580",0539941666,,0826787479,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,105,10,,,,FALSE,,,
700110254,110254,7,GT,M.C. KHARBAI SCHOOL FOR THE DEAF,M.C.KHARBAI,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,HEARING IMPAIRMENT,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),911008,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,27.8646250001,-26.329071667,GDE2009,321,JOHANNESBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400008,8,77409149,LENASIA EXT 1,NOT APPLICABLE,JOHANNESBURG SOUTH,NOTAPPLICABLE,M.C,BATCHELOR,8345,ALPHA,AGRICULTURAL AUTHORITY,8345 ALPHA AGRICULTURAL AUTHORITY,LENASIA EXT 9,,LENASIA,1820,"8345 ALPHA AGRICULTURAL AUTHORITY,LENASIA EXT 9,,LENASIA,1820",P.O.BOX 404,LENASIA,1820,"P.O.BOX 404,LENASIA,1820",0118527827,0118548443,0832743616,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,306,22,,,,FALSE,,,
700231415,231415,7,GT,MAGALIES SPECIAL SCHOOL,MAGALIES ECIAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,MILD AND MODERATELY HANDICAPPED,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),903007,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,28.2214016669,-25.7066216672,GDE2009,204,PRETORIA,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600054,54,77602000,NONE,NOT APPLICABLE,TSHWANE NORTH,NOTAPPLICABLE,W. M,NEL,717,TWENTYFIRST,AGRICULTURAL AUTHORITY,717 TWENTYFIRST AGRICULTURAL AUTHORITY,RIETFONTEIN,,PRETORIA,0134,"717 TWENTYFIRST AGRICULTURAL AUTHORITY,RIETFONTEIN,,PRETORIA,0134",P.O.BOX 32279,TOTIUSDAL,0134,"P.O.BOX 32279,TOTIUSDAL,0134",0123300168,0123300168,0833022767,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,642,43,,,,FALSE,,,
923260505,923260505,9,LP,MAHLASEDI SCHOOL,MAHLASEDI,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,MILD TO MODERATELY HANDICAPPED AND SEVERELY MENTALLY HANDICAPPED,PUBLIC,PUBLIC,LEBOWA,890006,2150,99,NOT APPLICABLE,,NOT APPLICABLE,29.542517,-24.293217,NEIMS 2007,211,THABAMOOPO,DC35,CAPRICORN DISTRICT MUNICIPALITY,LIM355,LEPELE-NKUMPI LOCAL MUNICIPALITY,93505013,13,91304003,LEBOWAKGOMO UNIT A,NOT APPLICABLE,CAPRICORN,LEBOWAKGOMO,MRS.K.P,MOGOBA,192,A,UNIT,192 A UNIT,,LEBOWAKGOMO,POLOKWANE,,"192 A UNIT,,LEBOWAKGOMO,POLOKWANE,",PRIVATE BAG X44,CHUENESPOORT,0745,"PRIVATE BAG X44,CHUENESPOORT,0745",0156324044,0156324044,0823222306,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,FALSE,FALSE,TO BE UPDATED,,,,,,,,,487,31,,,,FALSE,,,
105315036,0105315036,1,WC,MAITLAND COTTAGE HOME,MAITLAND COTTAGE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,PHYSICAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,315036,933,99,NOT APPLICABLE,,NOT APPLICABLE,18.45617023,-33.97474426,WCED,65,SIMONSTAD,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100059,59,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT2,MS .L.B. J,ANTJIES,,KILDARE,ROAD,KILDARE ROAD,,NEWLANDS,CAPE TOWN,,"KILDARE ROAD,,NEWLANDS,CAPE TOWN,",POST OFFICE 7700,NEWLANDS,7700,"POST OFFICE 7700,NEWLANDS,7700",0216742090,0216830691,0829336922,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,,3,,,,FALSE,,,
440101271,40101271,4,FS,MALUTI HOOGLANDSKOOL,MALUTI HOOGLAND,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,"MILD AND MODERATELY HANDICAPPED, SEVERELY MENTALLY HANDICAPPED AND AUTISM",PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),120519,191402,99,NOT APPLICABLE,,NOT APPLICABLE,28.301677,-28.226919,FSED 2007,332,BETHLEHEM,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS192,DIHLABENG LOCAL MUNICIPALITY,41902018,18,41301003,BETHLEHEM CENTRAL,NOT APPLICABLE,THABO MOFUTSANYANA,35,P.E,SMITH,28,UNION,STREET,28 UNION STREET,,,BETHLEHEM,,"28 UNION STREET,,,BETHLEHEM,",P.O.BOX 319,BETHLEHEM,9702,"P.O.BOX 319,BETHLEHEM,9702",0583035390,0583035399,0837364098,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,FALSE,FALSE,TO BE UPDATED,,,356,29,342,31,374,,387,33,,,,FALSE,,,
800012310,800012310,8,MP,MANTJEDI SPECIAL SCHOOL,MANTJEDI ECIAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),300040,300040,800012310,NOT APPLICABLE,,NOT APPLICABLE,28.89861,-25.19907,NEIMS 2007,273,MBIBANA,DC31,NKANGALA DISTRICT MUNICIPALITY,MP316,DR JS MOROKA LOCAL MUNICIPALITY,83106015,15,TO BE UPDA,TO BE UPDATED,NKANGALA,NOT APPLICABLE,MMAMETLHAKE,M.P,MOSWATHUPA,631,MOCHA,SECTION,631 MOCHA SECTION,,PANKOP,,,"631 MOCHA SECTION,,PANKOP,,",P.O.BOX 1285,HAMMANSKRAAL,0400,"P.O.BOX 1285,HAMMANSKRAAL,0400",TO BE UPDATED,,0837430663,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,64,6,,,,FALSE,,,
300040701,40701,3,NC,MARCUS MBETHA SINDISA SECURE CARE CENTRE,MARCUS MBETHA SINDISA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,SECURE CARE,PUBLIC,TO BE UPDATED,NEW EDUCATION DEPARTMENT,99,TO BE UPDA,9420,NOT APPLICABLE,,NOT APPLICABLE,21.20809,-28.4701,NEIMS 2007,2,GORDONIA,DC8,SIYANDA DISTRICT MUNICIPALITY,NC083,KHARA HAIS LOCAL MUNICIPALITY,30803003,3,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,SIYANDA,NOTAPPLICABLE,D,KLAASEN,65,TOERMALYN,STREET,65 TOERMALYN STREET,,,UPINGTON,8800,"65 TOERMALYN STREET,,,UPINGTON,8800",P.O.BOX 2245,UPINGTON,8800,"P.O.BOX 2245,UPINGTON,8800",0543392246,0543392700,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,24,3,SATELITE,,,FALSE,,,
800012740,800012740,8,MP,MARIETJIE SKOOL,MARIETJIE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TRANSVAAL EDUCATION DEPARTMENT(TED),200045,200045,800012740,NOT APPLICABLE,,NOT APPLICABLE,29.1834,-26.52468,NEIMS 2007,212,HOEVELDRIFT,DC30,GERT SIBANDE DISTRICT MUNICIPALITY,MP307,GOVAN MBEKI LOCAL MUNICIPALITY,83007005,5,TO BE UPDA,TO BE UPDATED,GERT SIBANDE,NOT APPLICABLE,HIGHVELDRIDGE WEST,M.O,UECKERMANN,3,LANE,,3 LANE,,SILKAATSKOP,SECUNDA,,"3 LANE ,,SILKAATSKOP,SECUNDA,",PRIVATE BAG X1003,SECUNDA,2302,"PRIVATE BAG X1003,SECUNDA,2302",0176311474,0176311796,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,244,20,,,,FALSE,,,
440303216,40303216,4,FS,MARTIE DU PLESSIS SPEC,MARTIE DU PLESSIS,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,"PHYSICAL DISABILITY, CP",PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),122216,162300,99,3171045,3171045,MARTIE DU PLESSES HS,26.168205,-29.134312,FSED 2007,308,BLOEMFONTEIN,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702026,26,40502043,PARK WEST,NOT APPLICABLE,MOTHEO,CIRCUIT11,P.F,VILJOEN,91,DU PLOOY SINGEL,,91 DU PLOOY SINGEL,,FICHARDTPARK,BLOEMFONTEIN,,"91 DU PLOOY SINGEL ,,FICHARDTPARK,BLOEMFONTEIN,",P.O.BOX 31895,FICHARDTPARK,9317,"P.O.BOX 31895,FICHARDTPARK,9317",0515226801,0515226865,0825636893,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,FALSE,FALSE,TO BE UPDATED,,,480,55,505,59,513,,541,63,,,,FALSE,,,
105484628,0105484628,1,WC,MARY HARDING SKOOL,MARY HARDING,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,INDEPENDENT,TO BE UPDATED,TO BE UPDATED,484628,966,99,NOT APPLICABLE,,NOT APPLICABLE,18.52424387,-33.96685134,WCED,65,SIMONSTAD,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100048,48,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT2,MRS.J.J,FERREIRA,,LAER KLIPFONTEIN,WEG,LAER KLIPFONTEIN WEG,,ATHLONE,CAPE TOWN,,"LAER KLIPFONTEIN WEG,,ATHLONE ,CAPE TOWN,",P.O.BOX 104,ATHLONE,7764,"P.O.BOX 104,ATHLONE,7764",0216378068,0216387915,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,309,25,,,,FALSE,,,
105309608,0105309608,1,WC,MARY KIHN SCHOOL,MARY KIHN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,HEARING IMPAIRMENT,PUBLIC,TO BE UPDATED,TO BE UPDATED,309608,5917,99,NOT APPLICABLE,,NOT APPLICABLE,18.47509487,-33.94135679,WCED,65,SIMONSTAD,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100057,57,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT3,MR. L.B,BROWN,,LOW,STREET,LOW STREET,,OBSERVATORY,CAPE TOWN,,"LOW STREET,,OBSERVATORY,CAPE TOWN,",POST OFFICE 7800,CAPE TOWN,7800,"POST OFFICE 7800,CAPE TOWN,7800",0214470310,0214481351,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,78,11,,,,FALSE,,,
800029421,800029421,8,MP,MASINAKANE SCHOOLS FOR SEVERELY MENTALLY HANDICAPE,MASINAKANE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,NEW EDUCATION DEPARTMENT,300041,300041,800029421,NOT APPLICABLE,,NOT APPLICABLE,28.8593,-25.14258,NEIMS 2007,273,MBIBANA,DC31,NKANGALA DISTRICT MUNICIPALITY,MP316,DR JS MOROKA LOCAL MUNICIPALITY,83106016,16,TO BE UPDA,TO BE UPDATED,NKANGALA,NOT APPLICABLE,LIBANGENI,THE,KOLOANE,,ALLEMANSDRIFT B,,ALLEMANSDRIFT B,,,,,"ALLEMANSDRIFT B ,,,,",P.O.BOX 1942,SIYABUSWA,0472,"P.O.BOX 1942,SIYABUSWA,0472",0139767568,,0835464243,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,90,8,,,,FALSE,,,
500326747,326747,5,KZ,MASISIZANE (LSEN),MASISIZANE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,HEARING IMPAIRMENT,PUBLIC,PUBLIC,TO BE UPDATED,99,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,31.28346,-28.47914,NEIMS 2007,219,BABANANGO,DC28,UTHUNGULU DISTRICT MUNICIPALITY,KZN285,MTHONJANENI LOCAL MUNICIPALITY,52805002,2,TO BE UPDA,TO BE UPDATED,ZULULAND,EMPANGENI,NKANDLA,A .J,NENE,,EKUKHANYENI,TRIBAL AUTHORITY,EKUKHANYENI TRIBAL AUTHORITY,EKUKHANYENI TRIBAL AUTHORITY,AUTHORITY ETHALANENI,RESERVE,3855,"EKUKHANYENI TRIBAL AUTHORITY,EKUKHANYENI TRIBAL AUTHORITY,AUTHORITY ETHALANENI,RESERVE,3855",P.O.BOX 7093,NKANDLA,3855,"P.O.BOX 7093,NKANDLA,3855",0358339041,,0827461298,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,85,9,,,,FALSE,,,
500201169,201169,5,KZ,MASON LINCOLN SPECIAL,MASON LINCOLN ECIAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,PHYSICAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,341330,170022,99,5431003,5411414,MASON LINCOLN SPECIAL,30.93126,-29.96048,NEIMS 2007,138,UMLAZI,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200076,76,TO BE UPDA,TO BE UPDATED,ETHEKWINI,UMLAZI,PHUMELELAUMLAZI,MS .H.B,SHOBA,,V,SECTION,V SECTION,,,,4089,"V SECTION,,,,4089",P.O.BOX 36033,NTOKOZWENI,4089,"P.O.BOX 36033,NTOKOZWENI,4089",0319021586,0319066183,0837651459,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,188,12,,,,,,,208,19,,,,FALSE,,,
700311365,311365,7,GT,MATSHEDISO,MATSHEDISO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),905006,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,28.3702650003,-26.3626200002,GDE2009,327,BRAKPAN,EKU,EKHURULENI METROPOLITAN MUNICIPALITY,EKU,EKURHULENI METROPOLITAN MUNICIPALITY,79300082,82,77309011,VERGENOEG,NOT APPLICABLE,GAUTENG EAST,NOTAPPLICABLE,G .P .J,GREYVENSTEYN,9023,MODJADJI,STREET,9023 MODJADJI STREET,TSAKANE,BRAKPAN,TSAKANE,,"9023 MODJADJI STREET,TSAKANE,BRAKPAN,TSAKANE,",P.O.BOX 70365,TSAKANE,1550,"P.O.BOX 70365,TSAKANE,1550",0117381388,0117381389,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,353,22,,,,FALSE,,,
200200454,200454,2,EC,MCCLELLAND SCHOOL,MCCLELLAND,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,054269,054269,99,NOT APPLICABLE,,NOT APPLICABLE,27.9501,-32.9701,NEIMS 2007,47,OOS-LONDEN/EAST LONDON,DC12,AMATOLE DISTRICT MUNICIPALITY,EC125,BUFFALO CITY LOCAL MUNICIPALITY,21205029,29,21414043,MORNINGSIDE,NOT APPLICABLE,EAST LONDON,CIRCUIT10,THE,MANAGER,,ETHERIDGE,ROAD,ETHERIDGE ROAD,,AMALINDA,EAST LONDON,,"ETHERIDGE ROAD,,AMALINDA,EAST LONDON,",P.O.BOX 12177,AMALINDA,5252,"P.O.BOX 12177,AMALINDA,5252",0437412222,0437414182,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,488,25,,,,FALSE,,,
