NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,DoE_Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuild,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Dinaledi_Schools,Quids_Up_School,NEIMSEMISN,DEM_CHKS,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
200801838,801838,2,EC,NOMZAMO (SHILOH),NOMZAMO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC13,CHRIS HANI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,QUEENSTOWN,TO BE UPDATED,THE,MANAGER,,,,,,,,,,TO BE UPDATED,TO BE UPDATED,,"TO BE UPDATED,TO BE UPDATED,",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
200801978,801978,2,EC,NOMZAMO CRECHE,NOMZAMO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC10,CACADU DISTRICT MUNICIPALITY,EC102,BLUE CRANE ROUTE LOCAL MUNICIPALITY,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,GRAAFF-REINET,TO BE UPDATED,THE,NOMZAMO CRECHE,,,,,,,WILLOWMORE,6445,"WILLOWMORE,6445",P.O.BOX 52,WILLOWMORE,6445,"P.O.BOX 52,WILLOWMORE,6445",0449231785,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,228,,,,,FALSE,,,
200801823,801823,2,EC,NOMZAMO CRECHE,NOMZAMO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,PORT ELIZABETH,TO BE UPDATED,THE,MANAGER,,,,,,,,6205,6205,POST OFFICE 6205,"KWAZAKHELE,PORT ELIZABETH",6205,"POST OFFICE 6205,KWAZAKHELE,PORT ELIZABETH,6205",0414664524,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,33,2,,,54,,96,,FALSE,,,
200801557,801557,2,EC,NOMZAMO DCC,NOMZAMO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC12,AMATOLE DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,FORT BEAUFORT,TO BE UPDATED,THE,MANAGER,,,,,,,,,,P.O.BOX 304,DEBE NEK,5604,"P.O.BOX 304,DEBE NEK,5604",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,56,,,23,30,,35,,FALSE,,,
200801513,801513,2,EC,NOMZAMO DCC,NOMZAMO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC12,AMATOLE DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,EAST LONDON,TO BE UPDATED,THE,MANAGER,,,,,,,,,,POST OFFICE 5660,BERLIN,5660,"POST OFFICE 5660,BERLIN,5660",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,40,,,,,,,,FALSE,,,
200801306,801306,2,EC,NOMZAMO EDUCARE CENTRE,NOMZAMO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC13,CHRIS HANI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,CRADOCK,TO BE UPDATED,THE,MANAGER,43,TAKANE,STREET,43 TAKANE STREET,,TARKASTAD,,5370,"43 TAKANE STREET,,TARKASTAD,,5370",POST OFFICE 5370,TARKASTAD,5370,"POST OFFICE 5370,TARKASTAD,5370",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,54,52,1,82,,FALSE,,,
200801387,801387,2,EC,NOMZAMO EDUCARE CENTRE,NOMZAMO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC13,CHRIS HANI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,QUEENSTOWN,TO BE UPDATED,THE,MANAGER,,,,,,,,,,P.O.BOX 9183,MOLTENO,5320,"P.O.BOX 9183,MOLTENO,5320",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,35,,,63,,,,,FALSE,,,
106007710,0106007710,1,WC,NOMZAMO EDUCARE CENTRE.,NOMZAMO,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,18.5736,-33.973976,WCED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100040,40,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE CENTRAL,CIRCUIT6,THE,MANAGER,135136,CONYANDNY,,135136 CONYANDNY ,,GUGULETHU,NYANGA,7750,"135136 CONYANDNY ,GUGULETHU,NYANGA,7750",POST OFFICE 7750,GUGULETHU,7750,"POST OFFICE 7750,GUGULETHU,7750",0216384612,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,70,1,162,6,FALSE,,,
200601145,601145,2,EC,NOMZAMO PP SCHOOL,NOMZAMO,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,THE,MANAGER,,,,,,,,,,TO BE UPDATED,TO BE UPDATED,,"TO BE UPDATED,TO BE UPDATED,",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
200801460,801460,2,EC,NOMZAMO PRESCHOOL,NOMZAMO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC13,CHRIS HANI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,COFIMVABA,TO BE UPDATED,THE,MANAGER,,,,,,,,,,TO BE UPDATED,TO BE UPDATED,,"TO BE UPDATED,TO BE UPDATED,",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
200801602,801602,2,EC,NOMZAMO PRESCHOOL,NOMZAMO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC12,AMATOLE DISTRICT MUNICIPALITY,EC121,MBHASHE LOCAL MUNICIPALITY,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,DUTYWA,TO BE UPDATED,THE,MANAGER,,,,,,,,,,P.O.BOX 2136,DUTYWA,5000,"P.O.BOX 2136,DUTYWA,5000",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,70,1,,41,45,,42,,FALSE,,,
200801885,801885,2,EC,NOMZAMO PRESCHOOL,NOMZAMO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC13,CHRIS HANI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,STERKSPRUIT,TO BE UPDATED,THE,MANAGER,,,,,,,,,,P.O.BOX 10,STERKSPRUIT,9762,"P.O.BOX 10,STERKSPRUIT,9762",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,25,1,,,,,,,FALSE,,,
200801253,801253,2,EC,NOMZAMO PRESCHOOL,NOMZAMO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,PORT ELIZABETH,TO BE UPDATED,THE,MANAGER,25,MCELU,STREET,25 MCELU STREET,,MOTHERWELL,,6211,"25 MCELU STREET,,MOTHERWELL,,6211",POST OFFICE 6211,MOTHERWELL,6211,"POST OFFICE 6211,MOTHERWELL,6211",0414651224,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,80,,,,,,,,FALSE,,,
200801787,801787,2,EC,NOMZAMO PRESCHOOL,NOMZAMO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC14,UKHAHLAMBA DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,MT FLETCHER,TO BE UPDATED,THE,MANAGER,,,,,,,,,,TO BE UPDATED,TO BE UPDATED,,"TO BE UPDATED,TO BE UPDATED,",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,20,2,,,FALSE,,,
200800861,800861,2,EC,NOMZAMO PRE-SCHOOL,NOMZAMO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,29.1267,-30.93248,NEIMS 2007,150,TABANKULU,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,EC152,NTABANKULU LOCAL MUNICIPALITY,21502009,9,23105006,CACADU,NOT APPLICABLE,LUSIKISIKI,MNCEBA,N. F,MACINGWANE,,,,,NGWEMNYAMA A/A,,TABANKULU,,"NGWEMNYAMA A/A,,TABANKULU,",P.O.BOX 244,TABANKULU,5130,"P.O.BOX 244,TABANKULU,5130",0826762267,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Jan-93,0,FALSE,FALSE,EC800861,0,TO BE UPDATED,59,2,,,,,45,3,FALSE,,,
200801485,801485,2,EC,NOMZAMO SPECIAL CARE CENTRE,NOMZAMO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC13,CHRIS HANI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,CRADOCK,TO BE UPDATED,THE,MANAGER,,,,,,,,5881,5881,POST OFFICE 5881,"LINGELIHLE,CRADOCK",5881,"POST OFFICE 5881,LINGELIHLE,CRADOCK,5881",0488815229,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,38,,,40,38,,39,,FALSE,,,
106007025,0106007025,1,WC,NONCEBA PREPRIM.,NONCEBA,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE SOUTH,CIRCUIT1,MS. M,MOLEFE,1116,MAHLATINI,STREET,1116 MAHLATINI STREET,,NEW CROSS ROADS,NYANGA,7750,"1116 MAHLATINI STREET,NEW CROSS ROADS,NYANGA,7750",POST OFFICE 7750,"NEW CROSS ROADS,NYANGA",7750,"POST OFFICE 7750,NEW CROSS ROADS,NYANGA,7750",0213867212,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
200801486,801486,2,EC,NONCEBA PRESCHOOL,NONCEBA,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC13,CHRIS HANI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,CRADOCK,TO BE UPDATED,THE,MANAGER,,,,,,,,,,P.O.BOX 967,QUEENSTOWN,5320,"P.O.BOX 967,QUEENSTOWN,5320",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,37,,,33,33,,30,,FALSE,,,
700880008,880008,7,GT,NONCEBO DAY CARE,NONCEBO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,99,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,EKU,EKHURULENI METROPOLITAN MUNICIPALITY,EKU,EKURHULENI METROPOLITAN MUNICIPALITY,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,EKURHULENI SOUTH,NOTAPPLICABLE,THE,MANAGER,1411,FISH EAGLE,STREET,1411 FISH EAGLE STREET,,,REIGER PARK,1459,"1411 FISH EAGLE STREET,,REIGER PARK,1459",POST OFFICE 1459,REIGERPARK,1459,"POST OFFICE 1459,REIGERPARK,1459",0119103210,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,211,5,,,,,,,FALSE,,,
107008129,0107008129,1,WC,NONCEDO CRECHE,NONCEDO,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,177,KUILSRIVIER,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE NORTH,CIRCUIT1,P,ROLOMANE,,IZIQHAMO,, IZIQHAMO ,,MFULENI,KUILSRIVIER,7100," IZIQHAMO ,MFULENI,KUILSRIVIER,7100",POST OFFICE 7100,MFULENI,7100,"POST OFFICE 7100,MFULENI,7100",021,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,70,1,68,4,,,85,1,FALSE,,,
106008249,0106008249,1,WC,NONCEDO PREPRIM,NONCEDO,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE EAST,CIRCUIT1,N.P,QTUNA,,THANGOJABACU,STREET, THANGOJABACU STREET,,KHAYELISTHA,,7784," THANGOJABACU STREET,KHAYELISTHA,7784",POST OFFICE 7500,"SITE B,KHAYELITSHA",7784,"POST OFFICE 7500,SITE B,KHAYELITSHA,7784",TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,66,1,,,,,60,3,FALSE,,,
106007024,0106007024,1,WC,NONCEDO PREPRIM.,NONCEDO,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE SOUTH,CIRCUIT1,F,NGALONKULU,22,NTONGANA,,22 NTONGANA ,,NEW CROSSROADS,NYANGA,7750,"22 NTONGANA ,NEW CROSSROADS,NYANGA,7750",POST OFFICE 7750,"NEW CROSS ROADS,NYANGA",7750,"POST OFFICE 7750,NEW CROSS ROADS,NYANGA,7750",0213867230,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
200801923,801923,2,EC,NONCEDO PRESCHOOL,NONCEDO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,MTHATA,TO BE UPDATED,THE,MANAGER,,,,,,,,,,P.O.BOX 52502,MTHATHA,5099,"P.O.BOX 52502,MTHATHA,5099",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,25,,,14,25,,15,1,FALSE,,,
200801662,801662,2,EC,NONCEDO PRESCHOOL,NONCEDO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC13,CHRIS HANI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,LADY FRERE,TO BE UPDATED,THE,MANAGER,,,,,,,,,,P.O.BOX 611,QUEENSTOWN,5320,"P.O.BOX 611,QUEENSTOWN,5320",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,20,,,27,15,,25,,FALSE,,,
200801461,801461,2,EC,NONDZONDELELO PRESCHOOL,NONDZONDELELO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC13,CHRIS HANI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,COFIMVABA,TO BE UPDATED,THE,MANAGER,,,,,,,,,,P.O.BOX 111,MOUNT FRERE,5380,"P.O.BOX 111,MOUNT FRERE,5380",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,65,,,,,FALSE,,,
200800938,800938,2,EC,NONESI PRE-PRIMARY,NONESI,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,28.97126,-31.45507,NEIMS 2007,151,LIBODE,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,EC155,NYANDENI LOCAL MUNICIPALITY,21505003,3,23408001,CHOPHETYENI,NOT APPLICABLE,LIBODE,CIRCUIT9,C.N,MKETHO,,,,,,LIBODE,MTHATHA,5100,"LIBODE,MTHATHA,5100",P.O.BOX 661,LIBODE,5160,"P.O.BOX 661,LIBODE,5160",0738063814,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,EC800938,0,TO BE UPDATED,119,3,,,,,,,FALSE,,,
