NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,DoE_Status,LURITS_Status,Sector,Type_DoE,Phase_DoE,TYPE_LURITS,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,Latitude,Longitude,GISSource2,DRD_Code,DRD_DistanceMoved_Metres,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,Snap_Learners_2013,Educator_Numbers_2013,GradeR_Lrns_2013,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO,Status_2007,Status_2008,Status_2009,Status_2010,Status_2011,Status_2012,Status_2013
973302211,973302211,9,LP,GUMELA PRE-SCHOOL,GUMELA,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,MATAVHELA,0990,"MATAVHELA,0990",P.O.BOX 704,MATAVHELA,0990,"P.O.BOX 704,MATAVHELA,0990",,0721101481,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,40,2,,,,,,,,,,,,,,,,,,,,OPEN,,
973302212,973302212,9,LP,PHALAMA DESTINY KIDS CRECHE & PRE SCHOOL,PHALAMA DESTINY,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,MUTALE,0956,"MUTALE,0956",P.O.BOX 1343,MUTALE,0956,"P.O.BOX 1343,MUTALE,0956",,0721966374,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,13,2,,,,,,,,,,,,,,,,,,,,OPEN,,
973302213,973302213,9,LP,MASEA COMMUNITY CRECHE,MASEA,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,MANENZHE,0967,"MANENZHE,0967",P.O.BOX 1943,MANENZHE,0967,"P.O.BOX 1943,MANENZHE,0967",,0735538075,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,26,2,,,,,,,,,,,,,,,,,,,,OPEN,,
973302214,,9,LP,MANENZHE PRE SCHOOL,MANENZHE,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NIANI,,TO BE UPDATED,,,,,THE,MANAGER,,,,TO BE UPDATED,THOHOYANDOU,,THOHOYANDOU,967,"THOHOYANDOU,,THOHOYANDOU,967",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,186,6,,,,,,,,,,,,0,,,,,,,,OPEN,,
973302215,,9,LP,TSHIKUYU PRE SCHOOL,TSHIKUYU,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NIANI,,TO BE UPDATED,,,,,THE,MANAGER,10001,,STAND,10001  STAND,TSHIKUYU,,,989,"10001  STAND,TSHIKUYU,989",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,21,4,14,,,,,,,,,,,0,,,,,,,,OPEN,,
973302216,,9,LP,FARISANI TSHIKHYDINI COMMUNITY CRECHE,FARISANI TSHIKHYDINI,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NIANI,,TO BE UPDATED,,,,,THE,MANAGER,,,,TO BE UPDATED,MUSINA,,,901,"MUSINA,901",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,58,4,,,,,,,,,,,,0,,,,,,,,OPEN,,
973302217,,9,LP,SHANDUKANI COMMUNITY CRECHE,SHANDUKANI,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NIANI,,TO BE UPDATED,,,,,THE,MANAGER,,,,TO BE UPDATED,MUTELE B,,,959,"MUTELE B,959",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,23,2,,,,,,,,,,,,0,,,,,,,,OPEN,,
973302218,,9,LP,TSHIUNGANI COMMUNITY CRECHE,TSHIUNGANI,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NIANI,,TO BE UPDATED,,,,,THE,MANAGER,,,,TO BE UPDATED,TSHIUNGANI,,,,"TSHIUNGANI,",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,58,4,,,,,,,,,,,,0,,,,,,,,OPEN,,
973302219,,9,LP,DOMBONI COMMUNITY CRECHE,DOMBONI,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NIANI,,TO BE UPDATED,,,,,THE,MANAGER,1,,STAND,1  STAND,DOMBONI,,,,"1  STAND,DOMBONI,",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,15,2,,,,,,,,,,,,0,,,,,,,,OPEN,,
973302220,,9,LP,DOMBONI COMMUNITY PRE SCHOOL,DOMBONI,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NIANI,,TO BE UPDATED,,,,,THE,MANAGER,,,,TO BE UPDATED,MANENZHE,,,967,"MANENZHE,967",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,30,4,7,,,,,,,,,,,0,,,,,,,,OPEN,,
973302221,,9,LP,RAINBOW PRE SCHOOL,RAINBOW,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NIANI,,TO BE UPDATED,,,,,THE,MANAGER,,,,TO BE UPDATED,MUSINA,,,900,"MUSINA,900",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,26,2,,,,,,,,,,,,0,,,,,,,,OPEN,,
973302222,,9,LP,MUKOVHAWABALE COMMUNITY CRECHE,MUKOVHAWABALE,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NIANI,,TO BE UPDATED,,,,,THE,MANAGER,931,MUKOVHAWABALE VILLAGE,VILLAGE,931 MUKOVHAWABALE VILLAGE VILLAGE,MUKOVHAWABALE,,,956,"931 MUKOVHAWABALE VILLAGE VILLAGE,MUKOVHAWABALE,956",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,50,4,,,,,,,,,,,,0,,,,,,,,OPEN,,
973302223,,9,LP,GUMBU COMMUNITY CRECHE,GUMBU,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NIANI,,TO BE UPDATED,,,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,33,2,,,,,,,,,,,,0,,,,,,,,OPEN,,
973302224,,9,LP,MASEA COMMUNITY CRECHE,MASEA,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NIANI,,TO BE UPDATED,,,,,THE,MANAGER,,,,TO BE UPDATED,MASEA,,,967,"MASEA,967",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,90,4,,,,,,,,,,,,0,,,,,,,,OPEN,,
973302225,,9,LP,TSHEDZA COMMUNITY CARE CENTRE,TSHEDZA,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NIANI,,TO BE UPDATED,,,,,THE,MANAGER,,,,TO BE UPDATED,MUSINA,,,900,"MUSINA,900",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,60,2,,,,,,,,,,,,0,,,,,,,,OPEN,,
973302226,,9,LP,FOLOVHODWE COMMUNITY CRECHE $  PRE SCHOOL,FOLOVHODWE,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NIANI,,TO BE UPDATED,,,,,THE,MANAGER,,THONDONI,VILLAGE,THONDONI VILLAGE,FOLOVHODWE,,,900,"THONDONI VILLAGE,FOLOVHODWE,900",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,330,6,,,,,,,,,,,,0,,,,,,,,OPEN,,
973302227,,9,LP,MUKUNUNDE COMMUNITY CRECHE,MUKUNUNDE,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NIANI,,TO BE UPDATED,,,,,THE,MANAGER,,,,TO BE UPDATED,MUKUNUNDE,,,989,"MUKUNUNDE,989",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,26,2,,,,,,,,,,,,0,,,,,,,,OPEN,,
973302228,,9,LP,MADAVHILA PRE SCHOOL,MADAVHILA,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NIANI,,TO BE UPDATED,,,,,THE,MANAGER,105,,STAND,105  STAND,BENNDE MUTALE,,,989,"105  STAND,BENNDE MUTALE,989",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,56,4,,,,,,,,,,,,0,,,,,,,,OPEN,,
973302229,,9,LP,SAGOLE PRE-PRIMARY,SAGOLE,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,160,4,,,,,,,,,,,,,,,,,,,,OPEN,,
973302230,,9,LP,TSHIVHONGWENI COMMUNITY CRECHE,TSHIVHONGWENI,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,46,4,,,,,,,,,,,,,,,,,,,,OPEN,,
