"NatEmis","EmisNo","ProvinceCD","Province","Institution","Name","DoE_Status","Sector","Type_DoE","Phase_DoE","Specialisation","OwnerLand","OwnerBuild","ExDept","PaypointNo","ComponentNo","Responsibility","ExamNo","ExamCentre","GIS_Long","GIS_Lat","GISSource","MagDist_Code","Magisterial_District","DMunCode","DMunName","LMunCode","LMunName","Ward_ID","Ward","SP_Code","SP_Name","EIRegion","EIDistrict","EICircuit","TransDate","TransComm","AddrInit","Addressee","Street_No","Street","StreetType","StreetName","Township_Village","Suburb","Town_City","Postal_Code","StreetAddress","Box_P_Bag","Post_Office","Box_Bag_Postal_Code","PostalAddress","Telephone","cellno","Urban_Rural","Section21","Section21_Function","Quintile","NAS","NodalArea","NAT","Registration_Date","NoFeeSchool","Allocation","Dinaledi_Schools","Quids_Up_School","Demarcation_From","Demarcation_To","OldNATEMIS","NewNATEMIS","Verified_by_PEDs","Verfication_Comment","NEIMSEMISN","GIS_ERROR","Snap_Learners_2007","Educator_Numbers_2007","Snap_Learners_2008","Educator_Numbers_2008","Snap_Learners_2009","Educator_Numbers_2009","Snap_Learners_2010","Educator_Numbers_2010","GradeR_Lrns_2010","Snap_Learners_2011","Educator_Numbers_2011","GradeR_Lrns_2011","Snap_Learners_2012","Educator_Numbers_2012","GradeR_Lrns_2012","MAIN_SATELITE","MAIN_NATEMIS","MAIN_INSTITUTION","BOARDING SCHOOL","FEMALE BOARDERS","MALE BOARDERS","TOTAL BOARDERS","ECD_SOCIALDEVELOPMEN_NO"
103007427,"0103007427","1","WC","SUNNINGDALE SCHOOL","SUNNINGDALE","OPEN","INDEPENDENT","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","LEARNING DISABILITY","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","1341183","SUNNINGDALE SCHOOL",18.48763168,-33.8086284,"WCED","66","CAPE","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","19100023","23","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","METRO NORTH","04",,"TO BE UPDATED","K","CHETTY","111","WINGATE ED",,"111 WINGATE ED",,"TABLE VIEW",,"7441","111 WINGATE ED,TABLE VIEW,7441","POST OFFICE","SUNNINGDALE","7441","POST OFFICE,SUNNINGDALE,7441","0215575096","0836545563","URBAN","NO","TO BE UPDATED","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"WC","WC",103007427,103007427,"YES","DECEMBER 2007 SUBMISSION","TO BE UPDATED","TO BE UPDATED",,,,,,,,,,55,15,,,,,,,,FALSE,,,,
700230094,"230094","7","GT","SUNRISE SCHOOL","SUNRISE SCHOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SEVERE MENTAL DISABILITY","PUBLIC","PUBLIC","HOUSE OF DELEGATES(HOD)","904006","904006","TO BE UPDATED","99","NOT APPLICABLE",28.1108466668,-25.7883316669,"GDE2010","204","PRETORIA","TSH","CITY OF TSHWANE METROPOLITAN MUNICIPALITY","TSH","CITY OF TSHWANE METROPOLITAN MUNICIPALITY","79600061","61","77612103","PRETORIA WEST","NOT APPLICABLE","TSHWANE SOUTH","NOT APPLICABLE",,"TO BE UPDATED","O","LATHA","203","MAXWELL","ROAD","203 MAXWELL ROAD",,"CLAUDIUS","PRETORIA","0037","203 MAXWELL ROAD,,CLAUDIUS,PRETORIA,0037","P.O.BOX 13164","LAUDIUM","0037","P.O.BOX 13164,LAUDIUM,0037","0123743942","0829530998","URBAN","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700230094,700230094,"YES","DECEMBER 2007 SUBMISSION","GP230094","TO BE UPDATED",,,,,10,,,,,129,10,,142,,,,,,FALSE,,,,
200100972,"100972","2","EC","SUNSHINE SPECIAL SCHOOL","SUNSHINE","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUAL DISABILITY","PUBLIC","TO BE UPDATED","TO BE UPDATED","224234","224234","TO BE UPDATED","99","NOT APPLICABLE",25.38591,-33.7645,"NEIMS 2007","51","PORT ELIZABETH","NMA","NELSON MANDELA BAY METROPOLITAN MUNICIPALITY","NMA","NELSON MANDELA BAY METROPOLITAN MUNICIPALITY","29500048","48","27518006","COLLEGE HILL","C","UITENHAGE","CIRCUIT 6",,"TO BE UPDATED","C.H","KIVEDO",,"GIBBON","STREET","GIBBON STREET",,,"UITENHAGE","6230","GIBBON STREET,UITENHAGE,6230","P.O.BOX 97","UITENHAGE","6230","P.O.BOX 97,UITENHAGE,6230",,"0837612499","TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"EC","EC",200100972,200100972,"YES","DECEMBER 2007 SUBMISSION","EC100972","TO BE UPDATED",,,,,,,,,,223,21,,,,,,,,FALSE,,,,
907131614,"907131614","9","LP","SUSAN STRIJDOM SKOOL","SUSAN STRIJDOM SKOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SPECIAL NEEDS","TO BE UPDATED","TO BE UPDATED","HOUSE OF ASSEMBLY(HOA)","413743","413743","TO BE UPDATED","99","NOT APPLICABLE",28.39719,-24.69782,"NEIMS 2007","95","WATERBERG","DC36","WATERBERG DISTRICT MUNICIPALITY","LIM365","MODIMOLLE LOCAL MUNICIPALITY","93605004","4","91702001","ELANDSPOORT","WESTERN","WATERBERG","NYLSTROOM",,"TO BE UPDATED","H J","D SELAMOLELA","50","FRIEDBERG","ROAD","50 FRIEDBERG ROAD",,"NYLSTROOM","MODIMOLLE",,"50 FRIEDBERG ROAD,,NYLSTROOM,MODIMOLLE,","PRIVATE BAG X1021","NYLSTROOM","0510","PRIVATE BAG X1021,NYLSTROOM,0510","0147172393","0824939357","RURAL","NO","TO BE UPDATED","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,"NO",99,FALSE,FALSE,"LP","LP",907131614,907131614,"TO BE UPDATED","TO BE UPDATED","LP907131614","TO BE UPDATED",,,,,,,,,,394,29,,,,,,,,FALSE,,,,
500442668,"500442668","5","KZ","SWANA SCHOOL AND ASSESSMENT CENTRE","SWANA","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUALLY & PHYSICAL DISABLITIES","PUBLIC","PUBLIC","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","NOT APPLICABLE",31.888679,-28.738945,"GEOCODE 2010 GOOGLE EARTH","TO BE UPDA","TO BE UPDATED","DC24","UMZINYATHI DISTRICT MUNICIPALITY","TO BE UPDATED","UMHLATHUZE LOCAL MUNICIPALITY","52802026","26","TO BE UPDATED","TO BE UPDATED","ZULULAND","EMPANGENI","ESHOWE",,"TO BE UPDATED","THE","MANAGER","18","CORNER MACK","ROAD","18 CORNER MACK ROAD",,"KILDARE","EMPANGENI","3880","18 CORNER MACK ROAD,,KILDARE,EMPANGENI,3880","PRIVATE BAG X123","EMPANGENI","3880","PRIVATE BAG X123,EMPANGENI,3880","0357721035","0823421119","TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"KZ","KZ",500442668,500442668,"TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","ON STREET",,,,,,,,,,65,5,,,,,,,,FALSE,,,,
105315611,"0105315611","1","WC","TAFELBERGSKOOL","TAFELBERG","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","LEARNING DISABILITY","PUBLIC","PUBLIC","TO BE UPDATED","315611","5970","TO BE UPDATED","1321165","TAFELBERGSKOOL",18.39085152,-33.91595207,"WCED","64","WYNBERG","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","19100054","54","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","METRO NORTH","04",,"TO BE UPDATED","L.E","BENECKE","353","MAIN","ROAD","353 MAIN ROAD","SEAPOINT","SEA POINT","CAPE TOWN","8001","353 MAIN ROAD,SEAPOINT,SEA POINT,CAPE TOWN,8001","PRIVATE BAG X6","SEA POINT","8001","PRIVATE BAG X6,SEA POINT,8001","0215582405",,"URBAN","NO","TO BE UPDATED","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"WC","WC",105315611,105315611,"YES","DECEMBER 2007 SUBMISSION","WC0105315611","TO BE UPDATED",,,,,,,401,,,398,36,,,,,,,,FALSE,,,,
700133066,"133066","7","GT","TAKALANI","TAKALANI","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SEVERE MENTAL DISABILITY","PUBLIC","PUBLIC","DEPARTMENT OF EDUCATION AND TRAINING(DET)","910008","910008","TO BE UPDATED","99","NOT APPLICABLE",27.9373533334,-26.2572933338,"GDE2010","322","SOWETO","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","79400026","26","77426013","JABAVU","NOT APPLICABLE","JOHANNESBURG NORTH","NOT APPLICABLE",,"TO BE UPDATED","T","NDLOVU","246146","RAMLUNGANE","STREET","246146 RAMLUNGANE STREET","SOWETO","DIEPKLOOF","SOWETO","2135","246146 RAMLUNGANE STREET,SOWETO,DIEPKLOOF,SOWETO,2135","P.O.BOX 82102","SOUTHDALE","2135","P.O.BOX 82102,SOUTHDALE,2135","0119388360","0825523496","URBAN","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700133066,700133066,"YES","DECEMBER 2007 SUBMISSION","GP133066","TO BE UPDATED",,,,,,,,,,218,17,,70,,,,,,FALSE,,,,
440304159,"440304159","4","FS","TATELLO SPEC","TATELLO SPEC","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SNE","PUBLIC","PUBLIC","DEPARTMENT OF EDUCATION AND TRAINING(DET)","123233","820716","TO BE UPDATED","99","TO BE UPDATED",26.228929,-29.149008,"FSED 2007","308","BLOEMFONTEIN","DC17","MOTHEO DISTRICT MUNICIPALITY","FS172","MANGAUNG LOCAL MUNICIPALITY","41702003","3","40504003","BATHO","NOT APPLICABLE","MOTHEO","22","3/29/2012 3:37:03 PM","UNKNOWN","P.A","SEPHIRI",,"TSHIRELETSONG",,"TSHIRELETSONG","EHRLICHPARK",,"BLOEMFONTEIN","9301","TSHIRELETSONG ,EHRLICHPARK,BLOEMFONTEIN,9301","PRIVATE BAG X20536","BLOEMFONTEIN","9300","PRIVATE BAG X20536,BLOEMFONTEIN,9300","0514343010","0823857271","Urban","Yes","ABCDE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"FS","FS",440304159,440304159,"YES","TO BE UPDATED","FS40304159","TO BE UPDATED",,,11,4,3,4,34,,,29,4,,128,,,,,,FALSE,,,,
106000113,"0106000113","1","WC","TEMBALETU","TEMBALETU","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","PHYSICAL DISABILITY","PUBLIC","PUBLIC","TO BE UPDATED","000113","7112","TO BE UPDATED","99","NOT APPLICABLE",18.57047276,-33.98918513,"WCED","64","WYNBERG","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","19100041","41","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","METRO CENTRAL","05",,"TO BE UPDATED","C.","AFRICA","77","NY",,"77 NY","GUGULETHU","GUGULETU","CAPE TOWN","7750","77 NY ,GUGULETHU,GUGULETU,CAPE TOWN ,7750","P.O.BOX 2228","CLAREINCH","7750","P.O.BOX 2228,CLAREINCH,7750","0216375902","0763717539","URBAN","NO","TO BE UPDATED","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"WC","WC",106000113,106000113,"YES","DECEMBER 2007 SUBMISSION","WC0106000113","TO BE UPDATED",,,,,,,188,,,161,20,,,,,,,,FALSE,,,,
200401048,"401048","2","EC","TEMBISA SCHOOL","TEMBISA","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUAL DISABILITY","PUBLIC","TO BE UPDATED","TO BE UPDATED","234399","234399","TO BE UPDATED","99","NOT APPLICABLE",28.47652,-31.36035,"NEIMS 2007","235","TSOLO","DC14","UKHAHLAMBA DISTRICT MUNICIPALITY","EC141","ELUNDINI LOCAL MUNICIPALITY","21401001","99","23626010","IKWEZI EXT","B","MTHATA","CIRCUIT 1",,"TO BE UPDATED","N.F","SIPAMLA","25","BUTTERCUP","ROAD","25 BUTTERCUP ROAD",,"IKWEZI EXTENSION","UMTATA","5100","25 BUTTERCUP ROAD,IKWEZI EXTENSION,UMTATA,5100","P.O.BOX 933","UMTATA","5100","P.O.BOX 933,UMTATA,5100","0475350922","0826527278","TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","Y","UKHAHLAMBA","RURAL",01/01/1987,,0,FALSE,FALSE,"EC","EC",200401048,200401048,"YES","DECEMBER 2007 SUBMISSION","EC401048","TO BE UPDATED",,,,,,,,,,291,25,,,,,,,,FALSE,,,,
600102405,"102405","6","NW","TEMOGO SPECIAL","TEMOGO ECIAL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUAL DISABILITY","PUBLIC","PUBLIC","BOPHUTATSWANA(BOP)","961831","961831","TO BE UPDATED","99","NOT APPLICABLE",27.2192,-25.27749,"NEIMS 2007","92","MANKWE","DC37","BOJANALA DISTRICT MUNICIPALITY","NW375","MOSES KOTANE LOCAL MUNICIPALITY","63705013","13","60502000","NONE","BOJANALA","MOSES KOTANE EAST","MOSESKOTANEEAST",,"TO BE UPDATED","T.J","SELLWE",,"MOGWASE CIRCUIT",,"MOGWASE CIRCUIT",,,,"0316","MOGWASE CIRCUIT0316","P.O.BOX 1009","SUNCITY","0316","P.O.BOX 1009,SUNCITY,0316","0145555940","0827285920","TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"NW","NW",600102405,600102405,"YES","DECEMBER 2007 SUBMISSION","NW102405","TO BE UPDATED",,,,,,,,,,125,9,,,,,,,,FALSE,,,,
600102406,"102406","6","NW","TEMOSO SPECIAL","TEMOSO ECIAL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUAL DISABILITY","PUBLIC","PUBLIC","DEPARTMENT OF EDUCATION AND TRAINING(DET)","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","NOT APPLICABLE",24.17562,-26.60521,"NEIMS 2007","83","GANYESA","DC39","BOPHIRIMA DISTRICT MUNICIPALITY","NW391","KAGISANO LOCAL MUNICIPALITY","63901005","5","TO BE UPDATED","TO BE UPDATED","DR RUTH SEGOMOTSI MOMPATI","KAGISANO MOLOPO","KAGISANOMOLOPO",,"TO BE UPDATED","H","SEPHECHOLO",,"MAGISTRATE","ROAD","MAGISTRATE ROAD",,,"GANYESA","8613","MAGISTRATE ROAD,GANYESA,8613","P.O.BOX 1470","GANYESA","8613","P.O.BOX 1470,GANYESA,8613",,"0837308589","TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"NW","NW",600102406,600102406,"YES","DECEMBER 2007 SUBMISSION","NW102406","TO BE UPDATED",,,,,,,,,,73,6,,,,,,,,FALSE,,,,
700321786,"321786","7","GT","THABO-VUYO","THABO-VUYO","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SEVERE MENTAL DISABILITY","PUBLIC","PUBLIC","DEPARTMENT OF EDUCATION AND TRAINING(DET)","908002","908002","TO BE UPDATED","99","NOT APPLICABLE",27.8432199999,-26.6083866673,"GDE2010","319","VANDERBIJLPARK","DC42","SEDIBENG DISTRICT MUNICIPALITY","GT421","EMFULENI LOCAL MUNICIPALITY","74201017","17","70410002","ARCON PARK","NOT APPLICABLE","SEDIBENG WEST","NOT APPLICABLE",,"TO BE UPDATED","HTN","HLONGWANE","1",,"STAND","1  STAND","ZONE","SEBOKENG","VANDERBIJLPARK",,"1  STAND,ZONE,SEBOKENG,VANDERBIJLPARK,","P.O.BOX 373","MASOHENG","1982","P.O.BOX 373,MASOHENG,1982","0199884211","0848790166","URBAN","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700321786,700321786,"YES","DECEMBER 2007 SUBMISSION","GP321786","TO BE UPDATED",,,,,,,,,,392,25,,,,,,,,FALSE,,,,
800005496,"800005496","8","MP","THANDUXOLO SPECIALISED SCHOOL","THANDUXOLO ECIALISED","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUAL DISABILITY","PUBLIC","TO BE UPDATED","DEPARTMENT OF EDUCATION AND TRAINING(DET)","300044","300044","800005496","99","NOT APPLICABLE",29.2163,-25.87316,"NEIMS 2007","210","WITBANK","DC31","NKANGALA DISTRICT MUNICIPALITY","MP312","EMALAHLENI LOCAL MUNICIPALITY","83102022","22","TO BE UPDATED","TO BE UPDATED","NKANGALA","NOT APPLICABLE","eMALAHLENI 1",,"TO BE UPDATED",,"MS FCP MASUKU",,"CORNER HOFMEYER AND SMUTS","STREET","CORNER HOFMEYER AND SMUTS STREET",,,"WITBANK","1039","CORNER HOFMEYER AND SMUTS STREET,WITBANK,1039","P.O.BOX 6031","EMALAHLENI","1039","P.O.BOX 6031,EMALAHLENI,1039","0136569165",,"TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","Y","BUSHBUCKRIDGE","RURAL",01/07/1994,,0,FALSE,FALSE,"MP","MP",800005496,800005496,"YES","DECEMBER 2007 SUBMISSION","MP800005496","TO BE UPDATED",,,,,,,,,,193,14,,,,,,,,FALSE,,,,
700133124,"133124","7","GT","THE FOUNDATION SCHOOL","THE FOUNDATION SCHOOL","OPEN","INDEPENDENT","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","HARD OF HEARING","PRIVATE","PRIVATE","DEPARTMENT OF EDUCATION AND TRAINING(DET)","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","NOT APPLICABLE",28.004391667,-26.1778516669,"GDE2010","321","JOHANNESBURG","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","79400088","88","77409188","MELVILLE KOPPIES","NOT APPLICABLE","JOHANNESBURG NORTH","NOT APPLICABLE",,"TO BE UPDATED","R","PRETORIUS","3258","FIRSTAVANUE","AVANUE","3258 FIRSTAVANUE AVANUE",,"MELVILLE","JOHANNESBURG","2066","3258 FIRSTAVANUE AVANUE,,MELVILLE,JOHANNESBURG,2066","P.O.BOX 91600","AUCKLANDPARK","2006","P.O.BOX 91600,AUCKLANDPARK,2006","0114823520","0845831842","URBAN","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700133124,700133124,"YES","DECEMBER 2007 SUBMISSION","TO BE UPDATED","TO BE UPDATED",,,255,15,,,,,,292,23,,,,,,,,FALSE,,,,
700251090,"251090","7","GT","THE GATEWAY SCHOOL","THE GATEWAY SCHOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SEVERE MENTAL DISABILITY","PUBLIC","PUBLIC","HOUSE OF ASSEMBLY(HOA)","912004","912004","TO BE UPDATED","99","NOT APPLICABLE",27.8723433329,-26.0906583334,"GDE2010","268","ROODEPOORT","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","79400097","97","70101008","KAGISO CENTRAL","NOT APPLICABLE","JOHANNESBURG WEST","NOT APPLICABLE",,"TO BE UPDATED","ME","KEMPEN",,"VAN DALEN","STREET","VAN DALEN STREET",,"RUIMSIG","ROODEPOORT",,"VAN DALEN STREET,,RUIMSIG,ROODEPOORT,","P.O.BOX 270","FLORIDA","1709","P.O.BOX 270,FLORIDA,1709","0119582080","0825575698","URBAN","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700251090,700251090,"YES","DECEMBER 2007 SUBMISSION","GP251090","TO BE UPDATED",,,,,,,,,,292,26,,,,,,,,FALSE,,,,
700120154,"120154","7","GT","THE HAMLET SCHOOL","THE HAMLET SCHOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SEVERE MENTAL DISABILITY","PUBLIC","PUBLIC","HOUSE OF ASSEMBLY(HOA)","911012","911012","TO BE UPDATED","99","NOT APPLICABLE",28.0426683333,-26.2412999998,"GDE2010","321","JOHANNESBURG","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","79400058","58","77409143","KLIPSPRUIT WEST","NOT APPLICABLE","JOHANNESBURG SOUTH","NOT APPLICABLE",,"TO BE UPDATED","DC","JOYCE","125","BERTHA","STREET","125 BERTHA STREET",,"TURFFONTEIN","JOHANNESBURG","2190","125 BERTHA STREET,,TURFFONTEIN,JOHANNESBURG,2190","P.O.BOX 74280","TURFFONTEIN","2190","P.O.BOX 74280,TURFFONTEIN,2190","0116832362","0829211966","URBAN","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700120154,700120154,"YES","DECEMBER 2007 SUBMISSION","GP120154","TO BE UPDATED",,,,,,,298,,,311,25,,322,,,,,,FALSE,,,,
500281015,"281015","5","KZ","THE KENMONT COMBIN","THE KENMONT","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","LEARNING DIFFICULTY","PUBLIC","PUBLIC","HOUSE OF ASSEMBLY(HOA)","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","5411240","KENMONT HIGH SCHOOL",31.029983,-29.9017,"NEIMS 2007","34","DURBAN","ETH","ETHEKWINI METROPOLITAN MUNICIPALITY","ETH","ETHEKWINI METROPOLITAN MUNICIPALITY","59200066","66","57218042","FYNNLANDS","ETHEKWINI","UMLAZI","DURBAN CENTRAL",,"TO BE UPDATED","MRS.E.C","KLOPPER","45","ISLAND VIEW","ROAD","45 ISLAND VIEW ROAD",,"BLUFF","DURBAN","4036","45 ISLAND VIEW ROAD,,BLUFF,DURBAN,4036","PRIVATE BAG X3","FYNNLANDS","4052","PRIVATE BAG X3,FYNNLANDS,4052","0314664477",,"URBAN","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"KZ","KZ",500281015,500281015,"TO BE UPDATED","TO BE UPDATED","KZ281015","TO BE UPDATED",,,,,,,,,,542,46,,515,,,,,,FALSE,,,,
700400256,"400256","7","GT","THE KEY SCHOOL","THE KEY SCHOOL","OPEN","INDEPENDENT","SPECIAL NEEDS EDUCATION CENTRE","COMBINED SCHOOL","ORDINARY SCHOOL","PRIVATE","PRIVATE","NEW EDUCATION DEPARTMENT","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","NOT APPLICABLE",28.02678,-26.18295,"GDE2010","TO BE UPDA","TO BE UPDATED","EKU","EKHURULENI METROPOLITAN MUNICIPALITY","EKU","EKURHULENI METROPOLITAN MUNICIPALITY","79400087","87","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","JOHANNESBURG NORTH","NOT APPLICABLE",,"TO BE UPDATED","JG","GOUS","7","RHODES","AVENUE","7 RHODES AVENUE",,"PARK TOWN","JOHANNESBURG","2034","7 RHODES AVENUE,,PARK TOWN,JOHANNESBURG,2034","P.O.BOX 846111","GREENSIDE","2034","P.O.BOX 846111,GREENSIDE,2034","0117262445","0834118385","URBAN","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",07/07/2008,,0,FALSE,FALSE,"GT","GT",,,"YES","TO BE UPDATED",,"TO BE UPDATED",,,,,33,7,27,,,28,5,,,,,,,,FALSE,,,,
700400430,"400430","7","GT","THE LEARNING CURVE","THE LEARNING CURVE","OPEN","INDEPENDENT","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","LEARNING DISABILITY","PRIVATE","PRIVATE","NEW EDUCATION DEPARTMENT","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","NOT APPLICABLE",27.89727,-26.15461,"GDE2010","99","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","JOHANNESBURG WEST","NOT APPLICABLE",,,"NC","POMEROY","19","PHILLIPS","AVENUE","19 PHILLIPS AVENUE",,"DISCOVERY","ROODEPOORT","1709","19 PHILLIPS AVENUE,,DISCOVERY,ROODEPOORT,1709",,,,,,"0824597233","URBAN","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","TO BE UPDATED",01/01/2011,,0,FALSE,FALSE,"TO BE UPDATED","TO BE UPDATED",,,"TO BE UPDATED","TO BE UPDATED",,"TO BE UPDATED",,,,,,,,,,44,5,,,,,,,,FALSE,,,,
